4185;;coqAboN, doM ;akoIb, awAQb amsuQ mTCt TiNgxp yuMTC ; msjid asigi coqAboNsi aArbki Kux-sA hYbsiQn sArMbni;noun
4186;;cPu ;IsiQ soCnb amsuQ KiNnb koN am ; ahAQb cPud IsiQ hYjiLlu;noun
4192;;sCtM_lAQb, aeCtr ;PMbAC lilA, mmi kuMmYnciQbd sruC yArib misC ; mhAC yAMn hYb sCtM lAQb (aeCtr) amni;noun
4193;;klAkAr, klAbu_nuQsijb_miaoI, klAd_luFp_miaoI, klAd_qAUjb_miaoI, klAgidmC_kxToClb_miaoI ;klAgi aoIb TbC tOrib misC ; szgix sNDy_Agi TOrM yAUb lAClib klAkAr KudiQmCpu lY croQ ammM pidun IkAI KuMnKr_e;noun
4194;;KuxlAIn_clAIb_pAMbY ;KuxKCtn cxhNb nxtr_g TbC pAQToCp yAdb pAMbY ; rdAr asi KuxlAIn clAIb pAMbY amni;noun
4195;;Kxnb, ciNdA_pAUdAnb, awAI-aKuM_tOnb ;amg-amg aoNsiNndun akNb wAhY wAtA sijiNndun lAUnb ; mhAC Kxnbgi mrM Kzb pAMmi;noun
4196;;aqAQsiQd_kANnb ;aqAQsiQd wAKL-lOsiQ heNgxhNb aoIb ; sy_AM aqAQsiQd kANnb pib lAIriC pAri ;adjective
4200;;sA_hAxPM ;sAbu hAxtun cAnbgidmCt seM-sAPM ; sA hAxPMd niyMgi wAQmd sA kClibsiQbu TiQgdbni;noun
4202;;IsY ;awAQ-aneM, tAL amdi surnciQbgi hOnbi mtuQINn kriguMb sYreQ nxtr_g wAhY Kr puCniQ suMhxniQqAI aoIb amsuQ nuQqAIb maoQd puToCp KoNToC nxtr_g KoNjeL ; IsY tAbdgi TmoI asi sANti Pzqi/ puMIz Izqi;noun
4203;;sunu_ahiQb ;PClAQd hAInb nuQgi sunu ; dipAnitAgi mtMd sy_AMn sunu ahiQbn yuMbu sunu hAIri;noun
4205;;TboMbi ;yAQleN sru pANb jibsiQgi TbAC mnuQd yAUb hCcAQgi kAyAx am msin leQbd jibn nuQsAsor hoLli ; mYKu sijiNnbn TboMbi soChNbgi akib lY;noun
4206;;PirAC ;puC mnuQgi yexTzb nAkNd lYb KAU msigi mteQn cAKib poxsiQ tuMhLli ; mToQ mrM Kzdn pzcAd cAsiLlbdi PirACk mri lYnb lAInAn nArCp yAI;noun
4207;;boI_sk_AUt ;mKL kyAgi KuNnAI sebAgidmC aKNnb mhY Pzlb nupAmcA ; kAleNTAgi mtMd st_esNsiQd lzPY cxp misiQbu boI sk_AUtsiQn IsiQ piTCp Ub Pzqi;noun
4208;;ayuCki_acApox, ayuCki_cAnb, br_eCPAst_ ;ayuC amsuQ numidAQwAIrMnciQbd cAb acApox ; aY qsi ayuCki acApoxt gAjrgi hluwA cArCI;noun
4209;;crAM-cdxnb ;arAM KOrAQbn cri txlb ; hOjiCki mtMd  crAM-cdxnrb kyAn shrgi lMbisiQd cACni Piniri;adjective
4212;;jug ;puwAri (ItihAs)ki aduguMb acOb tAQkC am mdud mru aoIn mKL amtgi TbC, TOdoCnciQb heNn ToCp ; BCti jugpu hiNdi sAhity_d snAgi jug hAIn KznY;noun
4214;;nuQsAsor_hoNbgi_kAyAx ;miaoIbn nuQsix ciQsiNb amdi hoNdoCp mtMd sijiNnb sruC am ; TboMbi asi nuQsAsor hoNbgi kAyAx amni;noun
4215;;mzlAN_sAgxp, tuMdn_mz_mzb, wAKLn_PurA_sAb, mzd_mzgr_A_tANb ;nuQTiLgi mtMd tuMbgi TOaoQ yAUdn tuMbd mz mzbguMb aoIroIdb wAKLsiQ sAjiNbgi TOaoQ ; sitAdi noQmgi mtMd tzKAI amdi mzlAN sAgxtun leLli;noun
4216;;mz, mzlAN, mzlANcAN, KoMleN_mzlANcAN ;tuMb mtMd Ub puCniQd PAUb TOdoCsiQ ; mhAC numix KudiQgi ahiQd mz mzqi;noun
4218;;TAQ_TAb ;leNdun lAIyeQbgi TbCk mri lYnb aoIb ; TAQ TAdr_iqYgi mmAQd TAQ TAbd sijiNngdb KuxlAIsiQbu IsiQ asAbn cAMToCI;adjective
4220;;kbi ;sYroQ Ib mi ; rbiNdr_nAT tegor mAleMd mmiQ cxlb kbini;noun
4221;;bALmiki, bALmiki_muni ;rAmAyNbu leQb misC ; tulsidAs bALmikigi sAyoNni hAIn lOnrMmi;noun
4224;;awAb_KudoQTib ;hCcAQ nxtr_g puCniQd pib  cYTeQ ; BArtpu niQKA tMhNnbgidmCt mrYbAC niQbsiQ awAb kyA mAyoCnb tArMmi ;noun
4226;;cYrAC, dNdi ;mrAL lYb misiQbu mrALgi mtuQINn pib cYnA nxtr_g seNTuMgi amAQb asinciQb ; mi hAxpgi mrALd sy_AMn mpuNsi cuFp kYsuMszd lYbgi cYrAC Pzl_e;noun
4227;;KudoQcAdb, wAyoQ_cAdb, PibM_cAdb ;tOb qMdbgi PibM aoIb ; apiCp aqAQsiQbu tMbib hAIbsi aYgidmCtdi KudoQcAde;adjective
4228;;awAbgi_msC ;nuQqAItb aoIb ; ahL aoIrCp hAIbsi awAbgi msC aoI;adjective
4229;;KudoQTibbu_mAQhNb ;awA-anA koCpib aoIb ; KudoQTibbu mAQhNb hnumANbu niQjbn awAb-KudoQTib puMnmC koCI;adjective
4232;;Utubi ;qAQlYnb nxtr_g lYbAC mcugi UceC am msin Ugi mkubu ciCKAI ; Utubigi mciN sAQqi;noun
4233;;seQbAQ ;amub mcugi UceC am ; seQbAQ asi mhOsAn kiNTrb yuMsiQd lY;noun
4234;;treQ ;lzcACt lz yexpd sijiNnb KuxlAI msid PAb mri am ; treQ msA puNnb lzsi txle;noun
4235;;IpA_Ipu_hACtCtgi_lYrClb_yeCnbgi_mri ;mmAQqYdgi hOn lYrClb nuQsindbgi mri ; IpA Ipu hACtCtgi lYrClb  yeCnbgi mribu koChNb hAIbsi yAMn luI;noun
4236;;yAMn_kNn_hoxnb, poxTAb_nAIdn_hoxnb, Pzdb_suCyA_yAde_KNn_hoxnb, lYjbi_TAun_hoxnb, tuMb_cAb_Kzdn_hoxnb, qMKY_lYtn_hoxnb, mpuM_Tixn_hoxnb, hoxnb_yAb_hoxnb, sib_czb_Kzdn_hoxnb ;aheNb wAKL amdi pAQgL sijiNndun kriguMb amKC Pznb tOb ; mhAC trAsubgi cAQyeQ mAI pACnb yAMn kNn hoxnri;verb
4237;;kreMnb ;wAhY-wAtAn migi TMmoIbu soChNb ; cAQyeQd aPbpoL PQdbgidmC myAMn ritubu kreMnrMmi;verb
4238;;aox-nYb ;knAguMb amgi puCniQ nxtr_g hCcAQbu cYdun, Pudun lYtAPM KQhNd ; luhoQlb mtuQd gitAgi nupA mhACpu yAMn aoxlMmi;verb
4239;;kisiNb, puNsiNb, PAjiNb, lACsiNb, ciQsiNb, cexhNb ;kriguMb poxsC, KAU, myoM asinciQbbuu tAdnb amdi hYdoCtnb lz nxtr_g TOrin yexsiNbgi TbC ; rbin PO borAdubu kisiLlMmi;verb
4240;;cAQyeQ_tOb, yeQsiNb, TijiNb ;kriguMb poxsC nxtr_g knAguMb misC ambu akCnb TbC amgi mtiC cAI nxtr_g cAde hAIb Kznb yeQsiNbgi TbC ; asiguMb TbC mcA asidgi aYn mhACpu aYgi TbCkidmC mtiC cAI nxtr_g cAde hAIbdu cAQyeQ tOri;verb
4242;;sYreQgi_lAIriC ;sYreQdQ yAUb lAIriC ; kAyAygi pr_sAdgi yAMn siQTAniqAI aoIb sYreQgi lAIriC amni;noun
4243;;yoxki_sArQd ;yoxn sAb TMnb mkoN ; yoxki sArQd PAjNbd noQsA adu qQlMmi;noun
4244;;aneMb, neMTb ;cAQdMnbd atoFp amn heNn wAQb nxtr_g heNn kuxp mPMd lYb ; aewrest_k cAQdMnbd nNdA debi asi aneMb ciQdoNni;adjective
4245;;yeQb, cAQyeq_ToB ;mtiC-mguN amgi mtiC mTOnAnciQb KQnnbgidmC pAQToCp aKNnb TbC ; snAsAb snAbu aseQbrA-seQdbrA seQqi;verb
4246;;puNb, cexhNb, lYsNb ;kriguMb pox amgi sruCsiQ amg-amg tF-nFn nCsNhNnb ; mhAC pAnAn meciNgi pArtsiQ lYsiNli;verb
4248;;KuduM_cNb, KubAM_mnuQd_TMb, KubAMmnuQd_TMb, KubAMmnuQd_pAIsiNb, mKAd_lYhNb, mKA_poNhNb ;knAguMb amgi tOb qMb mtM KudiQmC PAjiNdun TMb ; IzlissiQn IhAN hANbd BArxki lYbAC mcA-mcAsiQbu KuduM cNsiLlMmi;verb
4249;;KuIb, suFp ;mPM amd KoMjiLlCp nxtr_g tAsiLlCp ; kA-heNn Izbn UNsA KuIhLli;verb
4250;;kNn ;akNb sAPug loInn ; 'mhACn kNn PurMmi;adverb
4251;;kuFn_yeQsiNb ;TijiN-huMjiNbgidmC kriguMb poxsC nxtr_g wAPM amd Pjn mixyeQ czb ; luF asin msAn puToCcb poxsCsiQd kuFn yeQsiLli;verb
4252;;wAsC, sri, sri_nAmuQ ;acexp PireFk loInn kriguMb Kr hAIbgi TbC ; rAMn mmAlYbACki TOgL tOgni hAIbgi wAsC sClMmi;noun
4253;;maoQ_kAIb, maoQ_aonb, PibM, kAIb, PibM_aonb ;hANngi msC-maoQ kAIdun Pjdb msC-mcu aoIb ; lYbACki sCtMsiQ adu IsiQ coxpdgi maoQ kAIre;noun
4254;;crAQ ;nmA kuFn pANb mri cxp pAMbi am ; qA PAbn puKr_idgi crAQ lOToCli;noun
4256;;cAQyeQ, priKyA ;mtiC-mguN amdi mtiC mTOnAnciQb KQnnbgidmC pAQToCp aKNnb TbC ; rAM trAsub cAQyeQd mAI pACnbgidmCt kNn hoxnri;noun
4257;;kdAId, krMb_mPMd, kri_lMd ;kriguMb mPM am hzbd sijiNnb wAhY ; rAM kdAId lY?;adverb
4258;;krMb_mAIkYd, kdoMd ;mAIkY Kznnb hzb wAhYsiQ ; mhAC krMb mAIkYd cxKi?;adverb
4259;;lAIriCki_aoIb ;lAIriCk mri lYnb aoIb ; aAtmAgi lOsiQ PQlb mhAC adugidi lAIriCki aoIb lOsiQ drkAr lYte;adjective
4260;;PuQgA_wAri ;mTAI-TAIndgi hOn misiQn lindun lAClb wAri ; aqAQ aoIriqYd mhAC mtMlYb KibiCt aboCt PuQgA wAri linbgidmCt tClMmi;noun
4261;;nuQkuF, nuQjr_eQ, nuQ ;cAbd keQb poxsC nxtr_g atoFp poxsiQgi mkuF ; hOjiCkALdi mhY mroQsiQd lLloNbsiQn nuQkuF hAFlg yoLli;noun
4262;;aqAQ_lAyeQb_mi, aqAQ_dACtr ;aqAQgi anAb Pnnb TbC tOrib mi ; bijiyA sAh msC nAIb aqAQ lAyeQb misC amni;noun
4264;;mtoN, KurA, kAkA ;mpAgi mnAUnupA ; mhACki mtoN mmiQ lYb dACtrni;noun
4265;;nupAmcA ;chi nOrib nupA mru aoIn luhoQdr_ib ; lMpACt nupAmcAsiQn kr_ikex sANnri;noun
4267;;qOgi_sAIjoN ;KOnAUgi mnuQd lYgi mKoQ mnACt yANdun lYb sAdoQ mtuM ; qOgi sAIjoN cAUKxlCpdgi mhAC cAb-TCpd awAb aoIri;noun
4268;;kw_AC ;amub UceC am msi ayACp KoNjeLd KoQqi ; kw_ACn Ugi UsAd toQdun kw_AC kw_AC hAIn KoQli;noun
4270;;pAUjeL_ce, Kbr, cePoQ ;mKL-mKA kyA yAUb mtM nAIn PoQb I-pAU ; mhAC numidAQ wAIrMd PoQb pAUjeL ce pAri;noun
4271;;kudAM_mKuN ;sexn-cAnb PiroNd kudAM pANnbgidmC seMb ahOb ; Purix asigi kudAM mKuNsi cAUmLle;noun
4272;;bherA ;Umzd hOb U pAMbi am msigi mhYn hidAC aoIn sijiNnb yAI ; Umz asid bherA pAMbi mrAQ kAIn hOI;noun
4273;;UkC, U_mtuM ;akQb Ugi acOb sruC ; UkC asi ayAMbn ake-amOgi poxlM sAb sijiNnY;noun
4274;;nuQsA_yAIb, nuQsA_lAQb, nuQsA_POb ;numixki mYsAd PMdun nxtr_g hiFtun msA puMb mYs lOb ; mhAC IzTMTAgi mtMd ayuC qNtA nuQsA yAI;noun
4276;;awAb ;wArb aoIb ; mhACki awAb PiBM aY yeQb qMdr_e;adjective
4277;;PAb, nMdun_ciQb ;knAguMb ambu msAgi ayAbgi mAyoCt nMdun pub ; miki-miKzhNsiQdun kAsmirgi mNtr_i amgi mcAnupi am PAKr_e;verb
4280;;chi_ani_hiQb, chi_ani_cxp ;chi anid mpuNsi loIb pAMbi nxtr_g mnA msiQ ; cu chi ani hiQb pAMbi;noun
4281;;akib ;puCniQd hQgoIb, kibnciQbgi maoQ mtO ; arANbbu akib yAUdn mAIyoCngdbni;adjective
4282;;sji_mcA ;sjigi kAQluFki apiCp jib ; mhAdebi brmAn sji mcA am yoClMmi;noun
4285;;KuxpAIPM ;poxcY, KuxlAInciQbd Kuxn pAInb seMb mPM ; koN asigi KuxpAIPM teCpn mrM aoIdun pAIbd KudoQ cAdre;noun
4287;;mYgi_ciQ ;aduguMb ciQ am mdugi mnuQdgi mtoLloMd mYKu, Ux amsuQ sOdoClb nxtr_g acACp poxsiQ cAQ nAIn nxtr_g mrC-mrCt kAMTorCI ; mYgi ciQsiQn IzTrb mtuQd ITx kyA seMmi;noun
4288;;mix_nAMm_tAQb ;mmix nAMm Pxtrb nxtr_g Ub qMdb misC ; lAIToCpn mrM aoIdun mhACki mmix nAMn yAdr_e adun mhAC mix nAMm tAQb hAIbdu aoIre;adjective
4290;;mnAhi ;szlF tOrg nApu mcu aoIb apiCp UhY am msi hidAC aoIn sijiNnY ; mnAhi asi kzKu Kubdsu sijiNnY;noun
4291;;melAgi_aoIb_poxToC ;ayeCp lAI, lAIriC nxtr_g pox-cYnciQbgi maoQd seMlb aoIb ; hOjiC gANDi mYdANd BArxki klAgi aoIb poxToCsiQgi melA tOri;noun
4292;;br_s_rAsi ;rAsi amgi mmiQ ; br_s rAsigidmCtdi chi asi yAMn aPbni;noun
4293;;lAI_yeCp ;lAI yeCpgi mhY ; sy_AM lAI yeCp tANnbd mkoC tAre;noun
4297;;sFtC ;IsYd KoNToC trexki apuNb ; IcM cMn sC-yYnbgidmC sFtC ahuM lY hAIn lOnY;noun
4300;;hAIb_qAQb_wA_qAQb, lonb, TOdAb, yATQ_pib ;puCniQd KNb apAM-pAMdbu wAhYgi mteQ PoQdoCp ; aojAn yuM cxnb hAIrMmi/ atoFpbu TOdAb nxtn mhAC mTNt krimxt tOde;verb
4301;;hAIjb, pr_ArTnA_tOb ;noLluCpg loInn knAguMb amd kriguMb Kr hAIb ; aYn adoMd hAIjri mdudi aYbu yuMd cxp yAhNbiyu;verb
4302;;wAsCp, sri_sonb, sty_soNb ;kriguMb ambu tOgni hAIdun cF yuQn PireF lOb ; puNsi cuFp yuM pANdn leNgni hAIdun Bismn wAsClMmi;verb
4303;;aaoIbni_Uxp ;msAgi wAKL UxnbgidmC KudMg loInn wAKr hAIb ; miPMd pr_AIM ministrn msAgi wAKLloNdu aaoIbni hAIn UxKi;verb
4304;;wAroL_pib ;hirM amd wA qAQb ; qsi aojA aToIbn hiNdusiQgi cxnroLgi mtAQd msAgi wAroL piKi;verb
4305;;IsY_qQb ;myeC seQdn IsY sCp ; mhAC kA mnuQd mTNt PMlg IsY qQdun lYri;verb
4306;;wA_qAQb, wAroL_pib ;miPMnciQbd mrM amd wAPM Kr hAIb ; qsi pr_AIM ministrn miyAMgi acOb miPM amd wA qAQKi;verb
4307;;akib-tujuQ_PAUb, akib_PAUb, kib, yujuQb_PAUb, aki-aKz_PAUb ;wAPM amd nxtr_g TOdoCnciQbdgi msAd akAIb nxtr_g soCp yAb ToClCp yAI KNdun wAKLd mhOsAg mANndb akAIb PibM lACp ; KuQgzd mi cAb kY lACpgi pAU tAbd mipuM KudiQmC akib-tujuQ PAUnre;verb
4308;;niCp ;IQdun hCcAQ tAsLlg noMb ; IQmNbn aYgi KoQ-Kux niCle;verb
4309;;wAKL_mAQb, wAKL_mMb ;TbC am tObd niQTijn wAKL tAb qMdb ; BArx lANmigi mmAQd yeCnbsiQgi wAKL mAQKirMmi;verb
4310;;niCp ;kriguMb am Ururg,tArurg pAKxtun nxtr_g kidun hCcAQ noMb ; lALhOb Ubgi sohNgi msA niClMmi/ cMjrb mruFki minuQsi hYtr_b mihAxtu Urubd aqAQsiQ adu kibn niCle;verb
4311;;sjiC ;sA-sNn cAb nApi siQbi ; sAdANbn sjiC hAFlb mtuQd UpAMbigi mruMd loxle;noun
4312;;aALpiN ;cenciQb PAnb apiCp yoxpi am ; aYn aALpiN pekex am lY;noun
4313;;tiQKQ ;Ugi UsA amdi mnAnciQbgi INTorCp yextumguMn mciQ tuMb sruC ; UmQd cxliqYd mhACki mKoQd tiQKQ yurMmi;noun
4315;;Grigi_mcY, Grigi_ktA ;Grigi mTCTzb sruCt lYb mtM tACnb yextuMguMb poxsC ; Grigi mcY yeQlg TbC tO;noun
4316;;ciCp ;tiL-kAQnciQbgi hu yAUb_g mciN  nxtr mniQ atuMbn atoFpgi hCcAQd TiNdun hu cQhNb ; mqoNd br_sicCn ciCle;noun
4317;;KL, serPlA ;kriguMb poxnciQb aoNnb poxsC am msid mcY amgi mAIkY animCt pox hAFnnb pAtr_guMb ani yALli ; lOUbn mhY mroQ aoNnb KL TMmi;noun
4318;;kMpAski_mcY ;mAIkY Tibd sijiNnb asAQb, myAQ kzb, mtoN tuMb sruC ; kMpAski mcYn KA-wAQ Uxli;noun
4319;;yoxpi ;yoxn seMb atuMb pox mdun Ugi pox-cY sAbd sijiNnb ; mhACn Ugi sANnpox sAbd yoxpi sijiNnY;noun
4320;;aqAQ_aoIriqYgi_mtM, piCliqYgi_mtM ;poCpdgi INKxlCp PAUbgi mrCt lYb PibM ; rAkesti aqAQ aoIriqYgi mtMdgi hOn lAIriC yAMn PrCI;noun
4321;;mru ;qAnciQbgi msAd yAUb tuMguMb sru ; qA cAbd rAmugi mKnAUd mru yure;noun
4322;;KoI ;qA PAbd sijiNnb yosn sAb mciN-tuMb akoNb pox ; qA PAnnbgidmCt mohNn KoId mciNjAC leQsLle;noun
4324;;TAQ_TAb, aopresN_tOb ;apoMb, cATxp lAInA lYrb hCcAQgi sruCsiQbu leNb-Koxp tOb nxtr_g ateC-akAI tOrb srunciQbbu seMbgi TOaoQ ; doCtrn rAmugi msunupAbu TAQ TArMmi;verb
4325;;horAI_leNb ;U, DAtunciQbbu myA cguF-cguF pANb apAb, apACp KuxlAIn kCp ; U-subn puQKAI amdgi horAI leLli;verb
4326;;hNTbib, kCTbib, niMTbib ;mmL, lNTuMnciQbdgi sruC Kr lOToCtun yAMhNdb ; lYqACpn kuMsidi lYqACt kAgdb seL hNTbiri;verb
4327;;kCp, soIb ;myA pANb  KuxlAI amn kriguMb poxnciQbgi ani nxtr_g sruC kyA ToChNb nxtr_g_ toqANn tAhNb ; mAlin pAMbisiQ kCli;verb
4328;;kCTxp, mrY_yexp ;knAguMbgi wAPMbu lALli hAIdun Uxp ; mhACn aYgi wAPMbu kCTxlMmi;verb
4329;;hNThNb ;kriguMb pox amdi msiQnciQbdgi sruC Kr lOToCKib nxtr_g myeQ tAhNb ; srkArn noQmgi czdb yAdb pox-cYsiQgi mmL hNThLle;verb
4330;;hYkoL-lYkoL ;hY-lY amsuQ UpAL-wApAL hOb apiCp mPM ; aYKoIgi KuQgQgi wAQmd hYkoL-lYkoL am lY;noun
4331;;sruC_yAb ;kriguMb TbC am pAQToCnb ; yeQlib miaoIdubusu hurANbdun hurANbdud sruC yAhLlMmi;verb
4332;;ciCp ;yAnciQbn TiNdun mcex tAhNb nxtr_g soChNb ; numidAQd  tuMliqYd kAQn yAMn ciCI;verb
4333;;yAdb, lOsiNdb ;areMb tAhNb ; supr_iM korxn hAI korxki wAreFpu yAKidr_e;verb
4334;;mhY-mroQ_KAUb ;mru-mrAQnciQbgi pAMbYbu kCTxp ; lOmin gehugi mhY-mroQ KAUri;verb
4335;;bAIbL ;Kr_stiiyANsiQgi yAMn mru aoIb amsuQ mmiQ cxp lAIniQ lAIsoNgi lAIriC ; joN numix KudiQgi bAIbL pAI;noun
4337;;TMbAL_higoC ;aszbdgi musiNb mcugi TMbAL ; puKr_i asid TMbAL higoCsiQn heNn sAxli;noun
4338;;kYsuMsQd_TMbgi_cYrAC ;knAguMb ambu kriguMb arANb TbC tOrubguidmC PAjNdun TMbgi wAreF tAb ; seNjA-TuMjA tObgi mrANd rAhuLbu kYsuMsQd TMbgi cYrAC PQle;noun
4339;;PAjiNdun_TMb, kYsuMszd_lYb/_TMb ;kriguMb mPMnciQbd mpAN ToChNdn TMb ; pNdix nehrun mhACki PAjiNdun TMliqY mtMdsu leFtn aduM IrMmi;noun
4340;;liCli, miseL ;mnuQ PAUn Ub yAb pox ; liCligi gilAs adu tAdun kAIre;noun
4341;;KusA-hYb_mi ;kriguMb ambu kCtun-hCtun seM-sAbd hYToI-siQToIb misC ; murti(sCtM) asi ahYb KusA-hYb min sAbni;noun
4342;;hiyAQgY, hiyAQgY_TA ;merA amsuQ poInugi mrCt lYb TA am ; hiyAQgY TAd hrAU tyAMn diwAli pAQToCI;noun
4343;;kArbN ;jgxt hirA amsuQ koIlA anisigi maoQd Pzb kemistr_igi aoIb mcAC am ; gr_enAIt hAIbsi kArbNgi maoQ amni;noun
4344;;kAbohAIdr_ex ;TAwAI pANbsiQbu pAQgL pib cQdr_b yAdr_b poxcQ mKL am ; aYKoIgi ciNjACt kAbohAIdr_exki cAQ cAn yAUgdbni;noun
4345;;puNsi_cuFp_PAdoC_tAb ;mpuNsi cuFpgi aoIn kYsuMszd lYb ; BArxki ayAMb nitM lANgi luciQb lANmisiQbu puNsi cuFp PAdoC tAbgi  cYrAC PzlMmi;noun
4346;;terA_kCceQ, amub-acOb_kCceQ ;acOb mKLgi kCceQ mKL am ; terA kCceQn ciCpdgi mhACki KuxsA poMKxle;noun
4347;;miroNb, nAUpub, msA_wAI_szdb, KoIji_KAd_mihuL_huNb ;mmAgi puCnuQd aqAQn lYriqYgi mtM ; miroLliqY mtM mmA KudiQmCn ToIdoC-hedoCn msA ceCsiNgdbni;noun
4348;;yMrAj, yM, jMrAj ;hiNdu lAIniQgi mtuQINn sibbu yeQsiLlib lAI ; sti sAbitr_in yMrAjdgi lAIbCPbi aoIbgi yAIP TOjAL Pzdun mpuroIbbu hiQgxhLlMmi;noun
4349;;seL-TuMgi_pAUtACpib_mi, PAInANsiyeL_aedBAIjr ;seLg mri lYnb hirMsiQd aP-Pxt hAIbib mi ; mhAC IspAxki kArKAnAd seL-TuMgi pAUtACpib mini;noun
4351;;awAbn_lAQgoI_cNb ;wAmNbn kri tOgdge KQdb PiBM ; awAbn lAQgoI cLlb mtMd miaoIbgi wAKL-lOsiQ ToCte;adjective
4352;;lAIriC, puyA, korbeC ;aIb nxtrg nMToClb cenA yAMn pANb pox msi atoFpn pAnbgidmC wAKL mixyeQ nYnbnciQb yAUI ; aPb lAIriC pAbn lOsiQ heNgxhLli;noun
4353;;hisAb_boI ;seL-TuMgi arACp amsuQ cAdiQ tOKibbu IsiNdun TMb boI ; mhAC hisAb boI hAQdoClb arACp amsuQ cAdiQ tOKibgi mroL yeQli;noun
4354;;Kux-sAhYb_mi, Kux_hYb_siNmi ;Kuxn ToIdoCp mKLgi TbC tOb mi ; Kux-sA hYb midu qsidi TbC sub lACtr_e;noun
4355;;tuQsiNb, TMgiNb, lisiNb ;kriguMb ambu tuQgidmCt KACtun TMb ; mhAC seL tuQsiLlg tuQgi puNsi nuQqAIn leNb pAMmi;noun
4356;;cAdiQ_hYn_tOb, Krs_hYn_tOb, seL_ceCsiN-KoIjiNn_sijiNnb ;tuQ-mAQ yeQlg seL sijiNnb ; cAdiQ hYn tObn seL heNn cxKigdObdgi kNb qMgni;noun
4357;;hoQn, mmL_tAn ;lOPM ToCp mmLdgi tATn lYb ; dukAN asid pox KudiQmC hoQn PQI;noun
4358;;UPuL, NUqKUf ;nuQ nxtr_g  lYqoIguMbgi yAMn akuFp sruC ; aYgi mixt UPuL cQKre;noun
4359;;hrAUn_noC-Keb ;nuQqAIb PoQdoC myeC-seQdb mKoL ToCp ; aqAQn mmAgi mtMbACt hrAUn noC-KerMmi;verb
4360;;lANbN, lANbL ;yeCnbsiQdgi qACToCnbgidmC seMb ceCsiNb mPM msi mAIkY mrimC koIsiLli ; mugLsiQgi mtMgi lANbNsiQdi KuxsA hYbgi leQdr_b KudMni;noun
4361;;acOb_yuM, biLdiQ ;ACoB AMSUq Mjb, Kux-cQn sAb yuM ; InACKuNb min msAgi acOb yuM sAI;noun
4362;;maoQ, tQb ;hCcAQgi mPM amd soC-pNbdgi nxtr_g pAbdgi nxtr_g poCpdgi UNsA TAgxlg, knsLg mtuM aoIn lYbgi maoQ ; mhACki lAIbCki aoIroMd maoQ amlY;noun
4363;;ToQnA ;ToQ nxtr_g ToQnAUgi nAkL am ; noQ-nuQsixt ToQnAUgi ToQnA adu hAIdun lYre;noun
4364;;INKxlClib_nupA_mcA ;chi trAmAToIdgi trAtruC PAUb leQgi aqAQ nupA ; akAMpex yAUb sy_Ahity amsuQ hOjiC mtMgi mmi-kuMhYsiQn INKxlClib nupA mcAsiQbu lMbi-lMhAQnhLli;noun
4365;;jmiNdAr ;seNdoIgi nAMmAdA lOmisiQgi lM nM-hAdun lOsiLlg mpu aoIb seNdoI cAb seNjAU pAIbsiQ ; jmiNdArn lOmisiQd yAMn nuQsihYtb mAaoQUxlMmi;noun
4366;;kisti, tAQkC ;mTAQ kyArC ToCn seNdoN siQbgi maoQ ; 'aY seNdoN asi kisti aoIn siQlge;noun
4367;;yAQKYniToI ;yAQKYgi anig aoIb msiQ ; sitAn mAyAdgi lupA yAQKYniToI puruI;adjective
4368;;mhY-mroQ, mru-mrAQ ;tCp yAb pox ; rAmun tCnnbgidmC mru-mrAQ borAd hAFli;noun
4369;;TAIngi_wAri, mmAQqYgi_wAri ;kuIrb mtMgi wAri ; TAIngi wArisiQn mmAQqYd ToCKib TOdoCsiQbu KzhLli;noun
4370;;wAroL ;kriguMb TbC nxtr_g wAPM amgi mru aoIb mrMbu sNdoCn tACpgi wAPM ; mhACn mhACki TbCki wAroL tAhLlMmi;noun
4371;;lYKoM, lYnAQ, lYKoM-lYnAQ ;IsiQ yAUrb UPuL amdi lYbACnciQb ; noQcubd koIlAs TAdb lMbisiQdi lYKoMn Tixle;noun
4372;;pAxTi_koMTi ;aduguMb lYbAC mdugi lYnuQdu yAMn luTn coxp amdi lYbACtu ToxtoCp amdi msid tAbd kriguMb poxsC am heCt luFTKi ; mhAC pAxTi koMTid tAKr_e;noun
4373;;mixsAQ ;mixlud tuQdun lYb qOri-qOrib, nF-nF lAUb pox ; numix KudiQgi mix cAMToClbdi mixsAQ ToCKi amsuQ msin mixki lYnA kyAdgi qACToCpA qMI;noun
4374;;tiL, tiN, tiN-kAQ, tiN_kAQ ;pAIb qMb nxtr_g mbuCn sixtun cxp apiCp jib ; tiL Krdi miaoIbd yAMn kANnY;noun
4375;;tiL, tiN ;apiCp koNTb aToxp tiL am msi mhOsAn soCpdgi puC mnuQd lYrCI ; mhACki mbuC mnuQd tiL lYre;noun
4376;;lOd_tAb_tin ;lObuCt hOb pox-cYsiQbu ciCTxtun mAQhn-tAChNb apiCp jib ; lOmisiQn lOd tAb tiNdgi qACToCnbgidmCt lObuCt hidAC cAIToCI;noun
4377;;sYTA-IsY_mtiC_mguN_sC-soNb ;knAguMb amgi aPb mtiC-mguN hAIdun IsY sCp ; lAIniQ-lAIsoNd luFcb misiQdi mtM lYb KibiCt mpugi sYTA IsY sCtun lY;noun
