1009;भरणं, वाऴ्च, नटत्तिप्प्, आधिपत्यं, कार्यनिर्वहणं;संस्थानत्तिन्ऱॆ कार्यङ्ङळिल् मेल्नोट्टवुं नटत्तिप्पुं. इप्पोळ् देशत्तिन्ऱॆ भरणं अऴिमतिक्कारुटॆ कय्यिलाण्. 
1010;नल्ल भरणं, नल्ल वाऴ्च;नन्नायि क्रमीकरिक्कप्पॆट्टतुं नल्ल भरणवुं. नल्ल भरणं वऴियाण् राष्ट्रत्तिन्ऱॆ विकासं. 
1011;पाताळं, पिशाचुलोकं, यमलोकं, अधराञ्चि, निरयं, नारकं, नरककुण्डं, कालपुरि, परम पीडास्थानं, नरकगति, तिन्ममयुटॆ सङ्केतं.;धार्म्मिकमाय विचारङ्ङळ्क्किनुश्रितमायि पापिकळुं दुराचारिकळुमाय आत्माक्कळॆ शिक्ष लभिक्कुन्नतिनायि पऱञ्ञयक्कुन्न स्थलं पापि मरिच्चतिनु शेषं नरकत्तिल् पोकुन्नु. 
1012;श्वासं मुट्टु्, कास रोगं, आस्म.;वळरॆ कष्टप्पॆट्टु श्वासं वलिक्कुन्न ऒरवस्थ. अवन् श्वासं मुट्टुळ्ळ आळाणु्. 
1013;तॆळिञ्ञ, तॆळिवुळ्ळ, प्रसादिच्च, दययुळ्ळ, प्रकाशमुळ्ळ, शोभयेऱिय, शोभायमान, परिलसिक्कुन्न, आनन्दं पूण्ट, उत्साहमुळ्ळ, प्रसरिप्पुळ्ळ, सन्तोषमुळ्ळ, उल्लासप्रक्रितियाय.;प्रसन्नतयुटॆ अवस्थ. ताङ्कळोटु संसारिच्चिट्टु् ऎनिक्कु वळरॆ अधिकं सन्तोषमुण्टु्. 
1014;उपयोगिच्च, चेर्त्त्, कलर्त्तिय;उपयोगत्तिल् कॊण्टुवन्नत् अल्लॆङ्किल् उपयोगिच्चत्. मिठायि कच्चवटक्कारन् मिठायियिल् उपयोगिच्च साधनङ्ङळुटॆ सूचिक उण्टाक्कि. 
1015;उपभोग्यमाय, आस्वादनयोग्यमाय;उपयोगिक्कानो व्यवहारं चॆय्युवानो योग्यमाय. चिल नेताक्कन्मार् जनङ्ङळुटॆ स्वत्तिनॆ उपभोग्यमाय वस्तु ऎन्न् करुतुकयुं निर्भयत्तोटॆ अतिन्ऱॆ उपयोगं नटत्तुकयुं चॆय्युन्नु. 
1016;मातृसहोदरियिൽ जनिच्च;मातृसहोदरि अल्लॆङ्किल् अवरुटॆ भर्त्ताविल् निन्न् उत्पन्नमाय. ऎन्ऱॆ मातृसहोदरियुटॆ मकन् पेरुकेट्टॊरु चिकित्सकनाण्. 
1017;आकाशत्तिलॆ सप्तवർण्ण प्रतिभासं, मेघ धनुस्सु्, मॆघविल्लु्, मेघकमानं, अर्द्धवृत्तं, सप्तवर्ण्ण प्रदर्शनं, मऴविल्लु्, इन्द्रचापं.;वर्षक्कालत्तु् किऴक्के दिक्किल् सूर्यन्ऱॆ ताऴॆ आयि काणुन्न एऴु निऱङ्ङळुटॆ अर्धवृत्तं. वर्षक्कालत्तु मऴविल्लु आकाशत्तिन्ऱॆ माऱ्ऱु कूट्टुन्नु. 
1018;जलक्रीड, जलकेळि;वॆळ्ळत्तिल् कळिक्कुन्न ऒरु कळि. ई जलाशयत्तिल् युव दम्पतिकळ् जलक्रीडयिल् मुऴुकियिरिक्कुन्नत् काणुवान् कऴियुन्नु. 
1019;कृपाचार्यर्;कौरवरुटॆ राज गुरुवुं अश्वद्धामाविन्ऱॆ अम्मावनुं शरदूत महर्षियुटॆ पुत्रनुं आय आळ् अद्देहं महाभारत युद्धत्तिल् कौरवर्क्कायि युद्धं चॆय्तु कृपाचार्यर् एऴ् चिरं जीविकळिल् ऒराळाण् 
1020;कॊटुमुटि, पർवतं;पर्वत शिखरं. भारतीय पर्वतारोहकर् हिमालय कॊटुमुटियिल् ऎत्तियिट्ट् त्रिवर्ण्ण पताक नाट्टि. 
1021;गौरिशङ्करं;हिमालयत्तिलॆ ऒरु शृंगं पर्वतारोहकरिल् ऒरु संघं गौरिशङ्करत्तिल् ऎत्ति चेर्न्नु 
1022;मुन्नऱ्ऱं, मुन्भाकगं, मुन्नग्रं;ऒरु वस्तुविन्ऱॆ मुन्वुशं. ई वञ्चियुटॆ मुन्नऱ्ऱत्त् अनेकं पॊट्टलुकळ् वन्नु कऴिञ्ञु. 
1023;पिन्भागं, पुऱकुवशं, पिन्नऱ्ऱं;ऒरु वस्तुविन्ऱॆ पुऱकिलत्तॆ भागं. तीव्रवादिकळ् वीटिन्ऱॆ पिन्भागत्ताण् ऒळिच्चिरुन्नत्. 
1024;नासाद्वारं;मूक्किन्ऱॆ द्वारं. नासाद्वारं वृत्तियिल्लात्ततु कारणं श्वासं वलिक्कुन्नतिन् बुद्धिमुट्टुण्टाकुन्नु. 
1025;प्रत्यक्षमाय ज्ञानं, प्रत्यक्षमाय अनुभूति;स्पष्टमायि काणावुन्न अनुभूति. ईश्वरन् उण्टॆन्नतिन् ऎनिक्क् प्रत्यक्षमाय ज्ञानमुण्टॆन्न् महात्माजि पऱञ्ञु. 
1026;स्वाभाविकमायि, जन्मना, पॊतुवॆ;स्वाभाविकमाय अल्लॆङ्किल् जन्मनाल् तन्नॆ. अवन् स्वाभाविकमायि तन्नॆ पॆट्टॆन्नु देष्यं वरुन्न कूट्टत्तिलाण्. 
1027;स्वतन्त्रयाय, स्वाश्रय आय;स्वन्तं बलत्तिल् अल्लॆङ्किल् आश्रयत्तिल् निल्क्कु न्न. अवळ् स्वतन्त्रयाय स्त्रीयाण्. 
1028;पराश्रयत्तोटॆ जीविक्कुन्नवळ्;मऱ्ऱुळ्ळवरॆ आश्रयिच्चु निल्क्कुतन्नवळ्. ग्रामङ्ङळिलॆ अधिकं स्त्रीकळुं पराश्रयत्तोटॆ जीविक्कुन्नवराण्. 
1029;सोप्पिन्पत, नुर, पत, फेनं, पाट, ईत्त, फेन पिण्डं.;ननुत्त चॆऱिय कुमिळकळुटॆ ऒन्निच्चुळ्ळ कूट्टं (नुर) . कुळिच्चुकॊण्टिरिक्कुम्पोळ् कुट्टिकळ् सोप्पिൻ पत कय्यिल् ऎटुत्तु ऒराळ् मऱ्ऱॊराळुटॆ देहत्तेक्कु ऎऱिञ्ञुकॊण्टिरुन्नु. 
1030;मऴक्काऱुकळ्, मऴमेघङ्ङळ्, कऱुत्त मेघक्कूट्टङ्ङळ्;आकाशत्तिल् नालुपाटुं परन्निरिक्कुन्न कऱुत्त मेघङ्ङळुटॆ समूहं. आकाशत्तिल् मऴक्काऱुकळ् व्यापिच्चिरिक्कुन्नु. 
1031;कऱुत्त रात्रि, अमावासि रात्रि, इरुट्ट् निऱञ्ञ रात्रि;नालु पुऱवुं इरुट्ट् परक्कुन्न कऱुत्त पक्षत्तिलॆ रात्रि. वीट्टिल् रत्नमाल किट्टाञ्ञ् तुळसिदास् कऱुत्त रात्रियिल् तन्नॆ वीट्टिल् निन्न् पुऱप्पॆट्टु. 
1032;निलावुळ्ळ रात्रि, शोभयुळ्ळ रात्रि, चन्द्रनुळ्ळ रात्रि, पौर्ण्णमि रात्रि;चन्द्रन्ऱॆ प्रकाशं भूमियिल् परक्कुन्न रात्रि. निलावुळ्ळ रात्रियिल् बोट्टिल् यात्र चॆय्युन्नत् वळरॆ आनन्दकरमाण्. 
1033;अस्थिमयमाय, ऎल्लुपोलॆयुळ्ळ;अस्थि अल्लॆङ्किल् ऎल्लु कॊण्ट् निर्म्मिच्चत्. राजाविन्ऱॆ कॊट्टारं अस्थिमयमाय वस्तुक्कळॆक्कॊण्ट् अलङ्करिच्चिरुन्नु. 
1034;सस्यङ्ङळिल्लात्त, पुल्प्पटर्प्पिल्लात्त, पच्चप्प् इल्लात्त;चॆटिकळ् ऒन्नुं इल्लात्त स्थलं. तुटर्च्चयायि कुऱे मासङ्ङळ् मऴयिल्लातिरुन्नत् कॊण्ट् आ स्थलं सस्यङ्ङळिल्लात्तत् आयित्तीर्न्नु . 
1035;चॆप्पि, चॆविक्काट्टं, चॆविक्कायं, कर्ण्णमलं, वारुण्डं, पिञ्जुषं, पी, कर्ण्णविट्ट्;कातिल् निन्न् किट्टुन्न अऴुक्क्. चॆप्पि अधिकमायाल् चॆवि संबन्धमाय रोगङ्ङळ् उण्टाकुन्नु. 
1036;आनक्कारन्, पाप्पान्.;आनयॆ नटत्तिक्कुकयुं अतिनॆ अनुसरिप्पिक्कुकयुं चॆय्युन्न आळ्. मेळयिल् ऒरु वलिय आन पाप्पान्ऱॆ नियन्त्रणं विट्टु पुऱत्तेक्कु वन्नु् कटकळॊक्कॆ चविट्टिप्पॊळिक्कान् तुटङ्ङि. 
1037;जऱि, कसव्, कर, कुऱि.;पट्टिन्ऱॆ नूलिऴकळिल् तुन्नि पिटिप्पिच्चिरिक्कुन्न स्वर्ण्णत्तिन्ऱेयुं वॆळ्ळियुटेयुं नारुकळ् अव कॊण्ट् पूव् चॆटि ऎन्निवयुटॆ चित्रङ्ङळ् तीर्क्कुन्नु सारियिलॆ जऱि अति मनोहरमायिरिक्कुन्नु 
1038;पुळिरसं, अंळत्वं, विनागिरि, चुत्तप्पुळि, पूळि, वाळन्पुळि, तिन्तिडीकं, तिन्त्रिणि, चुक्रं, वृक्षांळं, शुक्तिक, चिञ्चु, कोल्प्पु ळि, पिणऱन् पुळि, शतवेधि, कुटम्पुळि, चॆऱुनारङ्ङ.;दशक्कट्टियुळ्ळ, पाचकत्तिल् पुळिक्कु वेण्टि उपयोगिक्कुन्न ऒरु काय. पुळियिल्निन्नु लवणं धाराळमायि किट्टुन्नु. 
1039;आत्माभिमानियल्लात्त, आत्माभिमानमिल्लात्त, नाणमिल्लात्त, नाणंकॆट्ट;आत्माभिमानं उळ्ळवनल्लात्त. आत्माभिमानियल्लात्त व्यक्ति स्वाभिमानं वक वॆक्कातॆ ऎल्लावरुटेयुं मुन्निल् केणपेक्षिक्कुन्नु. 
1040;महायुद्धं, पोराट्टं;वळरॆ वलिय युद्धं. तीव्रवादत्तिनॆतिरॆ ऒरु महायुद्धं तन्नॆ वेणं. 
1041;लोक महायुद्धं, विश्वयुद्धं;लोकत्तॆ मिक्कवाऱुं ऎल्ला राष्ट्रङ्ङळुं पङ्कॆटुक्कुन्न युद्धं. रण्टां लोक महायुद्धत्तिल् जप्पान्ऱॆ रण्ट् पट्टणङ्ङळ् नागासाक्कियुं हिरोषिमयुं पूर्ण्णमायुं नशिच्चु. 
1042;वऴक्क्, शण्ठ;एतॆङ्किलुं राष्ट्रत्तिलॆ पौरन्मार् तम्मिल् उण्टाकुन्न युद्धं. संस्क्कारमिल्लाय्म वऴक्किनुळ्ळ ऒरु कारणमाण्. 
1043;गऱिल्लायुद्धं, ऒळिप्पोर्;एतॆङ्किलुं संघत्तिन्ऱॆ स्वयंसेवकर्क्कु् वेण्टि नटत्तुन्न ऒळिप्पोर्. शिवाजि शत्रुक्कळॆ तोल्प्पिक्कुन्नतिनु वेण्टि गऱिल्लायुद्धं नटत्तियिरुन्नु. 
1044;युद्धवाद्यं, काहळं;युद्धसमयत्तु मुऴक्कुन्न वाद्यं. युद्धवाद्यं सैनिकरिल् आवेशं उण्टाक्कुन्नु. 
1045;शान्तत, शान्तं, समाधानं, शमनं, अक्षुब्धत, प्रशान्ति, मन, स्वैरं, उद्धराहित्यं, सौहृदं, स्वच्छत, मनस्समाधानं, वऴक्किल्लाय्म.;शोकं, दुःखं मुतलाय विकारङ्ङळिल्लात्त शान्तमाय ऒरु सन्तुलितावस्थ. योग चॆय्ताल् मनस्सिनु नल्ल शान्ति किट्टुं. 
1046;देवि, देवांगन, देवेशी, सुरांगन, मरणमिल्लात्तवळ्.;स्त्री देवत . देव स्त्री, देवपत्नि, दुर्ग्गि, राजाविन्ऱॆ पट्टमहिषि, श्रेष्ठ स्वभावमुळ्ळ स्त्री. 
1047;आश्रयिक्कप्पॆट्ट;आरुटेयॆङ्किलुं आश्रयत्तिल् कऴियुन्न. परान्नभोजियाय चॆटि मऱ्ऱु चॆटिकळॆ आश्रयिक्कप्पॆट्टिरिक्कुन्नु. 
1048;रण्टानम्म.;अम्मयुटॆ पकरक्कारि. रामन्ऱॆ रण्टानम्म धर्म्मं काक्कुन्न ऒरु स्त्रीयाण्. 
1049;अविश्वासियाय;विश्वस्थत इल्लात्त. सोहन् अविश्वासियाय ऒरु व्यक्तियाण्. 
1050;खनकन्, खनिजोलिक्कारन्, किळयल्क्कारन्;मण्ण् कुऴिक्कुन्न तॊऴिलाळि. खनकन् तूंब ऎटुत्त् पणि तुटङ्ङि. 
1051;आत्मसमर्प्पणं, मनसान्निद्ध्यं;भक्तन् तन्नॆ तन्ऱॆ आराधनामूर्त्तिक्क् समर्प्पिक्कुन्न भक्ति चिल भक्तन्मार् आत्मसमर्प्पणत्तिलूटॆ आराधनामूर्त्तियॆ भजिक्कुन्नु 
1052;दास्यभक्ति;नवत भक्तियिलॆ ऒरु विभागं इतिल् भक्तन् तन्ऱॆ उपासनामूर्त्तियुटॆ दासनायि भाविक्कुन्नु भक्त रैदास् दास्य भक्तियिलूटॆ भगवानॆ पूजिच्चु 
1053;पादपूज;नवता भक्तियिलॆ ऒरु रीति अतिल् भक्तन् तन्ऱॆ आराधनामूर्त्तियुटॆ पाद स्पर्शनत्तिलूटॆ भक्ति वॆळिप्पॆटुत्तुकयुं पादङ्ङ्ळ् पूजिक्कुकयुं चॆय्युन्नु आ स्त्री भगवान्ऱॆ पादपूजयिलूटॆ भगवल् प्राप्तिक्कायि आग्रहिक्कुन्नु 
1054;स्तुति, पूज, प्रार्थंन, अभिवादनं, ईश्वरस्तुति;भक्तियुटॆ ऒम्पतु भेदङ्ङळिल् ऒन्निल् उपासकन् तन्ऱॆ उपास्य देवनॆ प्रशंसिच्चु पाटुन्नु. मन्दिरङ्ङळिल् ऎल्लाय्प्पोऴुं भक्तजनङ्ङळ् दैवत्तिन्ऱॆ स्तुति गीतङ्ङळ् पाटुन्नु 
1055;श्रवण भक्ति;नवता भक्तियुटॆ ऒरु भेदं इतिल् भक्तन् तन्ऱॆ आराधनामूर्त्तियुटॆ कथकळ् श्रविक्कुन्नु ऎन्ऱॆ अम्मय्क्क् श्रवण भक्तियाण् भाक्ति मार्ग्गं 
1056;सख्यभक्ति, कूट्टाय भक्ति;नवता भक्तियुटॆ ऒरु भेदं इतिल् भक्तन् तन्ऱॆ अराधनामूर्त्तियॆ तन्ऱॆ सखावायि काणुन्नु सूर्दासिन्ऱॆ भक्तियिल् सख्यभक्तियाण् परिलसिक्कुन्नत् 
1057;स्मरणं, नामस्मरणं;नवता भक्तियिलॆ ऒरु वकभेदं इतिल् भक्तन् तन्ऱॆ आराधना मूर्त्तियॆ ऎप्पोऴुं स्मरिच्चुकॊण्टिरिक्कुं चिल भक्तन्मार् जोलिचॆय्युम्पोऴुं भगवानॆ स्मरिक्कुन्नु 
1058;विशऱि;मुळ कॊण्टुळ्ळ चॆऱिय विशऱि चूटिल् निन्न् रक्षप्पॆटुन्नतिनायि विशऱि वीशिकॊण्टिरुन्नु 
1059;उपगृहं.;आकाश मण्डलत्तिल् ऒरु ग्रहत्तिनॆ चुऱ्ऱिक्कऱङ्ङुन्न गृहं. चन्द्रन् भूमियुटॆ उपगृहमाणु्. 
1060;अर्द्धचन्द्रन्;पकुतियायि काणप्पॆटुन्न चन्द्रन्. कुट्टि तट्टिन् मुकळिल् इरुन्न् अर्द्धचन्द्रनॆ नोक्किक्कॊण्टिरिक्कुकयायिरुन्नु. 
1061;पौर्ण्णिमि, पूर्ण्ण चन्द्रन्;वॆट्टुं कुत्तुं इल्लात्त चन्द्रन्ऱॆ पूर्ण्ण रूपं. पौर्ण्ण मि रात्रिकळिल् वॆळ्ळत्तिल् काणुन्न पूर्ण्ण चन्द्रन्ऱॆ निऴल् मनस्सिनॆ वळरॆयधिकं मोहिप्पिक्कुन्नताण्. 
1062;चन्द्रकिरणं, निलावु्, निलावॆळिच्चं.;चन्द्रन्ऱॆ प्रकाशं. ञङ्ङळ् वीट्टिल् निन्निऱङ्ङियप्पोळ् आकाशत्तिल् नक्षत्रङ्ङळ् तॆळिञ्ञुनिन्निरुन्नु. 
1063;कृत्यमाय तूक्कं;ऒरु वस्तुविन्ऱॆ भारं अत् उळ्क्कॊळ्ळुन्न पात्रं अल्लॆङ्किल् कूटिन्ऱॆ भारां ऒऴिच्चुळ्ळताकुन्नु ई टिन्निलॆ नॆय्युटॆ कृत्यमाय तूक्कं अञ्च् किलो आकुन्नु 
1064;प्ळेग्, ऎलिप्पनि, ऎलिरोगं;ऎलियिल् निन्नु पकरुन्न अत्यन्तं भयानकवुं अपकटकारियुमाय महामारि . पण्टु कालत्तु प्ळेग् रोगं पिटिप्पॆट्टु ग्रामङ्ङൾ वरॆ नशिच्चु पोयिरुन्नु. 
1065;विषूचिक, कोळऱ.;छर्द्दिायुं वयऱिळक्कवुं लक्षणमायिट्टुळ्ळ ऎळुप्पं पकरुन्न आपत्कारियाय ऒरु रोगं. पण्टु कालत्तु् कोळऱ पटर्न्नु पिटिच्चाल् जनङ्ङळ् ग्रामं विट्टु दूरेक्कु ओटिप्पोकुमायिरुन्नु, कारणं ई रोगं पिटिप्पॆट्टाल् मरिचुपोकुमायिरुन्नु. 
1066;तोरणं;एतॆङ्किलुं साधनत्तिन्ऱॆ अटुत्त् भंगिक्कु वेण्टि तूक्कियिटुन्न मऱ्ऱॊरु साधनं. अवन् पॊटिप्पुं तोरणं उण्टाक्कुन्न पणियिलाण्. 
1067;वण्टिक्कारन्, ड्रैवर्, वण्टियोट्टक्कारन्, सारथि;वण्टि मुतलायव ओटिक्कुन्नयाळ्. अपकटं उण्टाय उटन् वण्टिक्कारन् ओटिप्पोयि. 
1068;वलम्पिरि;वलत्तोट्ट् तिरिञ्ञ मुखत्तोट् कूटिय शंख् पूजारि वलम्पिरि शंख् मुऴक्कुन्नु 
1069;इटम्पिरिशंख्;इटत्तोट्ट् तिरिञ्ञ शंख् अवन् कटल्क्करयिल् निन्न् ऒरु इटम्पिरिशंख् किट्टि 
1070;शरीर भागं, अवयवं;शरीरत्तिलॆ एतॆङ्किलुं भागं. कै, काल् मुतलायव शरीर भागङ्ङळाण्. 
1071;सामूह्य व्यवस्थ;समूहत्तॆ संबन्धिक्कुन्न उटम्पटि. आर्यवर्ग्गत्तिलुळ्ळ सामूह्य व्यवस्थयिल् समूहत्तिलॆ नालु वർग्गङ्ङळिल् उऱप्पु वरुत्तियताकुन्नु. 
1072;उटल्, कबन्धं;शरीरत्तिल् कऴुत्तिन्ऱॆ ताऴॆयुं अरक्कॆट्टु वरॆयुमुळ्ळतुमाय भागं. वाळुकॊण्टुळ्ळ ऒऱ्ऱ वीशिनु अवन्ऱॆ तल उटलिल् निन्न् वेर्पॆट्ट् पोयि. 
1073;कक्षं;कैयिन्ऱॆ अऱ्ऱत्तुळ्ळ कुऴि. अवन्ऱॆ कक्षत्तिल् कुरु वन्नु. 
1074;मूर्त्तीकरिक्कुक, मनुष्यत्वमारोपिक्कुक;एतॆङ्किलुं वस्तुविनॆ मनुष्यन्ऱॆ रूपत्तिल् अलङ्कारमायि काणिक्कुन्न प्रक्रिय. सन्ध्या सुन्दरि आकाशत्तिल् निन्न् पतुक्कॆ पतुक्कॆ ताऴोट्ट् इऱङ्ङि वन्नु कॊण्टिरिक्कुन्नु ऎन्नतिल् सन्ध्ययॆ मूर्त्तीकरिच्चिरिक्कुन्नु. 
1075;स्कूळ् बाग्;कुट्टिकळ् स्कूळिल् कॊण्ट् पोकुन्न बाग् इन्नत्तॆ कुट्टिकळुटॆ स्कूळ् बाग् पुस्तकं कॊण्ट् कुत्ति निऱच्चिरिक्कुं 
1076;उपोष्ण मेखलयिलुळ्ळ;उपोष्ण मेखलयॆ संबन्धिच्च. इविटॆ उपोष्ण मेखलयिलुळ्ळ कालावस्थयाण्. 
1077;पच्चप्पुनिऱञ्ञ;चॆटिकळ् निऱञ्ञ पच्चप्पटर्प्प् . जनसंख्य कूटुकयुं जनङ्ङळ् पच्चप्पुनिऱञ्ञ काटुकळॊक्कॆ वॆट्टि नशिप्पिक्कुकयुं चॆय्युन्नु. 
1078;निराश्रयराय, विशरणराय, अगतिकळाय, अशरणराय;ऎविटेयुं आश्रयमिल्लात्त. ई संस्थानं निराश्रयराय आळुकळ्क्क् आश्रयं प्रदानं चॆय्युन्नु. 
1079;पणत्तुक, पणं;कॊटुक्कल्-वाङ्ङल् मुतलाय विशेषप्पॆट्ट कार्यङ्ङळ्क्क् वेण्टि माऱ्ऱि वॆच्च धनं. बाङ्क् वऴि इतु वरॆ ताङ्कळ्क्क् ऎत्र पणत्तुक किट्टिक्कऴिञ्ञिरिक्कुन्नु. 
1080;युद्धविरामक्कॊटि;युद्धविरामं कॊटुक्कुन्नतिनु वेण्टि अल्लॆङ्किल् आत्म समर्प्पणत्तिनु वेण्टि पऱप्पिक्कुन्नु. ऎतिर् सेन युद्धविरामक्कॊटि पऱप्पिच्चु. 
1081;राष्ट्र पताक;एतॆङ्किलुं राष्ट्रत्तिन्ऱॆ अल्लॆङ्किल् एतॆङ्किलुं राष्ट्रत्तिन्ऱॆ एकत, महत्वं, उन्नति मुतलायवयुटॆ प्रतीकं. भारतत्तिन्ऱॆ राष्ट्र पताक त्रिवर्ण्णमाण्. 
1082;युद्धक्कॊटि, युद्ध पताक;युद्ध समयत्त् पऱप्पिक्कुन्न कॊटि अल्लॆङ्किल् सेना नायकन्मार् युद्ध समयत्त् पऱप्पिक्कुन्नत्. महाभारतत्तिलॆ कुरुक्षेत्रयुद्धत्तिल् कौरवरुं पाण्डवरुं तङ्ङळुटॆ युद्धक्कॊटि पऱप्पिच्चु. 
1083;कऱुत्त कॊटि;प्रतिषेधं प्रकटिप्पिक्कुन्नतिनुवेण्टियुळ्ळ कऱुत्त कॊटि. ऒरु कृषिक्कारन् तन्ऱॆ प्रतिषेधं काणिक्कुन्नतिनु वेण्टि कृषि मन्त्रिक्कु कऱुत्त कॊटि काणिच्चु. 
1084;सन्धि वातं.;सन्धिकळिल् नीरुं वेदनयुं उण्टाकुन्नरोगं. ऒन्नामतु् अयाळ् वृद्धन् आयि कऴिञ्ञिरुन्नु रण्टामतु् अयाळ्क्कु वातं पिटिप्पॆट्टिरुन्नु. 
1085;पिळ्ळवातं;शरीरं उणङ्ङुन्न प्रत्येकिच्चुं कुट्टिकळ्क्कु वरुन्न ऒरु प्रत्येक रोगं. पिळ्ळवातत्तिनु चिकित्सिक्कुन्नतिनु वेण्टि अवर् तन्ऱॆ कुट्टियॆ पट्टणत्तिलेक्क् कॊण्टुपोयि. 
1086;प्रमेहं, प्रमेहरोगं.;कुऱेश्शॆ कुऱेश्शॆ आयि मूत्रं पोकुकयुं अतिल्कूकटि शरीरत्तिलॆ पञ्चसार चोर्न्नु पोवुकयुं चॆय्युन्न ऒरु अवस्थ. प्रमेहं बाधिच्च व्यक्ति पञ्चसार ऒऴिवाक्कुकयाणु नल्लतु्. 
1087;निरोधनमुळ्ळ, अवरोधमुळ्ळ;निरोधनं उळ्ळ. श्यां तन्ऱॆ बुद्धि उपयोगिच्च् निरोधनमुळ्ळ ई कार्यं वळरॆ ऎळुप्पत्तिल् चॆय्तु तीर्त्तु. 
1088;मुळ्ळुकळुळ्ळ;मुळ्ळुकळ् उळ्ळत्. कूवळं मुळ्ळुकळुळ्ळ ऒरु वृक्षमाण्. 
1089;व्यर्त्थभाषणं, भ्रान्तजल्पनं, पुलम्पल्, चॆलम्पल्;भ्रान्तन्ऱॆ मातिरि पऱञ्ञ व्यर्त्थमाय कार्यं. नल्ल पनियायतु कारणं अवन् व्यर्त्थ भाषणत्तिल् एर्प्पॆट्टिरिक्कुन्नु. 
1090;तलमुटिक्कूट्टं, केशसमूहं;तलमुटियुटॆ कूट्टं. क्षुरकन्ऱॆ कटयिल् अविटविटॆयायि तलमुटिक्कूट्टं काणुवान् साधिक्कुन्नु. 
1091;मान्यत, अन्तस्स्, मर्याद;सत्स्वभावमुळ्ळ अवस्थ. ऎल्लावरोटुं मान्यतयोटुकूटि पॆरुमाऱणं. 
1092;अत्यावश्य, प्रधानमाय, ऒऴिवाक्कानाकात्त;ऒऴिच्चुकूटानावात्त. अवन् कुऱच्चु अत्यावश्य कार्यङ्ङळ् चॆय्युवानायि पट्टणत्तिलेक्कु पोयिरिक्कुकयाण्. 
1093;सन्तोषमिल्लातॆ, प्रसन्नतयिल्लातॆ, तृप्तियिल्लातॆ;अप्रसन्नतयोटुकूटि. अच्छन् पऱञ्ञ जोलि श्यां सन्तोषमिल्लातॆ चॆय्युकयायिरुन्नु. 
1094;मधुरभाषणं, पञ्चारवाक्कु;मधुरमाय भाषणं अल्लॆङ्किल् केळ्क्कुवान् इम्पमुळ्ळत्. नेताव् मधुरभाषणं कॊण्ट् श्रोताक्कळुटॆ मनस्स् पिटिच्चु पऱ्ऱि. 
1095;पऱयत्तक्क, परस्यमाक्कत्तक्क;पऱयुवान् योग्यमायत्. इतु पऱयत्तक्क कार्यमल्ल, ताङ्कळ् ऎन्तिनाण् ई कार्यं विळंबरं नटत्तुन्नत्. 
1096;वर्ण्णनीयमाय;वर्ण्णिक्कान् योग्यमायत्. इन्न् ऎन्ताणो ऎनिक्क् संभविच्चत् अत् वर्ण्णनीयमाण्. 
1097;रहस्यमल्लात्त, ऒळिच्चुवॆय्क्केण्टतल्लात्त, मऱच्चुवय्क्केण्टतल्लात्त;रहस्यस्वभावमिल्लात्त. इत् रहस्यमल्लात्त कार्यमाण्, ताङ्कळ्क्कुं इत् केळ्क्कां . 
1098;मुखक्कुरु;मुखं मुतलाय स्थलङ्ङळिल् युवावस्थयिल् काणुन्न कुरुक्कळ्. अवन् मुखक्कुरु नीक्कुन्नतिनु वेण्टि दिवसवुं मञ्ञळुं चन्दनवुमुळ्प्पॆट्ट लेपनं तेक्कुन्नु. 
1099;पावय्क्क;ऒरु वळ्ळिच्चॆटि अतिन्ऱॆ पच्च निऱमुळ्ळतुं कय्प्पुळ्ळतुमाय काय् पच्चक्कऱियायि उपयोगिक्कुन्नु अवन् पावक्कायुटॆ मुकळिल् कीटानाशिनि तळिक्कुन्नु 
1100;पावय्क्क, कैप्पय्क्क.;ऒरु वळ्ळिच्चॆटियिल् उण्टाकुन्न कैप्पेऱिय पच्चकऱि आयि उपयोगिक्कप्पॆटुन्नु. अवन् कैप्पक्कयुटॆ कऱि वळरॆ आग्रहत्तोटु कूटि कऴिक्कुन्नु. 
1101;तुलाभारं;पतिनाऱ् महादानङ्ङळिल् ऒन्न् अतिल् एतॆङ्किलुं ऒरु मनुष्यन्ऱॆ तूक्कत्तिन् तुल्यं अरि अल्लॆङ्किल् मऱ्ऱॆन्तॆङ्किलुं वस्तु दानमायि नल्कुन्नु सेठ् माणिक्यचन्द्रन् सूर्यग्रहणत्तिन्ऱॆ समयत्त् पूजारिमार्क्क् अरि कॊण्ट् तुलाभारं नटत्ति 
1102;महादानं;सूर्यग्रहणं तुटङ्ङिय समयत्त् नल्कप्पॆटुन्न दानं महादानं चॆय्युन्नतिलूटॆ मनुष्यन् मुक्ति लभिक्कुं ऎन्न् शास्त्रङ्ङळिल् पऱञ्ञिरिक्कुन्नु 
1103;असूयहीनत, अनसूय;असूय इल्लातिरिक्कुन्न अवस्थ अल्लॆङ्किल् भावं. असूयहीनतकॊण्ट् समूहत्तिल् शान्तियुं समाधानवुं उण्टाकुं. 
