3593;अनुप्रास अलंकाৰ, अनुप्रास;यि श््ब्दालंकाৰत कोनो पदत एकेटा अक्षৰ बाৰे बाৰे आहे  जग जन जीৱन अजन जनार्दन दनुज दमन दुखहाৰीत अनुप्रास अलंकाৰ आछे
3594;NULL;NULL NULL
3595;गुৰुत्बपूर्ण, महत्त्बपूर्ण, अर्थपूर्ण;याৰ कोनो बिशेष महत्त्ब आछे बा याৰ उपयोगिता आदि ग्रहणयोग्य आৰु याৰ आन कथाৰ ओपৰत प्रभाৱ पৰे  आजिৰ आलोचना सभात समाजৰ बिकाश सम्बन्धीय़ गुৰुत्बपूर्ण बिषय़त आलोचना कৰा हैछे
3596;पिय़न, चापৰाची;कार्यालय़ৰ चिठिपत्र अना-निय़ा आदि काम कৰा कर्म््चाৰी  पिय़नजने हातत फाइल लै दण्डाधिकाৰीৰ पिछे-पिछे गʼल
3597;जन्म, उॎपत्ति, आबि्र्भाৱ, आৱि्र्भाৱ, उदय़, उद्भৱ, अभ्युदय़, अৱताৰ, उपजनन;पोन-प्रथम अस्तित्ब धाৰण कৰा कार्य ्बा उॎपन्न होৱा कार्य ्बा भाब  सर्बप्रथम पृथिৱीत एककोषीय़ जीৱৰ जन्म हैछिल
3598;NULL;NULL NULL
3599;फৰिय़ादी, गुचৰीय़ा;यि गोचৰ दिय़े बा फৰिय़ाद कৰे  द्बाৰपाले फৰिय़ादी ब्यक्तिजनक ৰजाৰ ओचৰलै याबलै निदिले
3600;आबेदन, आৱेदन, निबेदन, निৱेदन, प्रार्थ््ना, बिनीत अनुৰोध;नम्रता सहकाৰे काৰोबाक कोनो कथा कोৱा कार्य  मोৰ आबेदनৰ बिषय़त ध्यान दिय़ा हओक
3601;दर्खास्त, दৰखास्त, आबेदन-पत्र, आबेदन, आर्जी, आৰज, आपिल, प्रार्थन्ा-पत्र
3602;मोना, जोलोङा;बस्तु आदि भৰाबलै बा साँचि ৰाखिबৰ काৰणे कापोৰ आदिৰ पৰा तैय़ाৰ कৰा एक प्रकाৰৰ पात्र बिशेष  मोनाटो फाटि योৱाৰ काৰणे किछुमान बस्तु ৰाष्टाते पৰि आहिल
3603;NULL;NULL NULL
3604;जिৰणि थली, जिৰणि स्थली, बिश्राम स्थल;आৰाम कৰा ठाइ  पदयात्रा कालत आमि दुपৰीय़ा जिৰणि थलीत आछिलोँ
3605;आशा, आश, भाৰसा, बाञ्छा, कामना, आशा-भाৰसा, अभिलाष, आशा-दशा, आकांक्षा
3606;दिश, दिशा;क्षेत्रीय़ बृत्तৰ कोनो एटिफाले प्रसाৰित है थका  चाৰिभागৰ यिकोनो एटा भाग  मोৰ घৰ इय़ाৰ पৰा उत्तৰ दिशत आछे / बताहৰ दिश सलनि है गैछे
3607;NULL;NULL NULL
3608;अपेक्षा, प्रतीक्षा;कोनो काम होৱा बा कोनोबा आहिब बुलि आशा कৰि थका कार्य ्बा भाब  मइ इय़ात बहि ৰामৰ अपेक्षा कৰि आछोँ
3609;प्रेमासक्त, अनुৰक्त, आसक्त, अनुৰागी;यि प्रेमत आसक्त  प्रेमासक्त पुৰुৰबाৰ काৰणे उर्बशीय़े स्बर्ग एৰि पृथिৱीलै आहिछिल
3610;स्बाৱलम्बन;निजৰ ओपৰत भৰसा कৰि आৰु निजৰ शकति अनुयाय़ी काम कৰा कार्य  प्राथमिक शिक्षाৰ लगते शिशुसकलक स्बाৱलम्बनৰ शिक्षा प्रदान कৰा उचित
3611;पৰाश्रय़ी, पৰाश्रित, आश्रित;यि आनৰ ओपৰत अৱलम्बन कৰि थाके  पৰाश्रय़ी जीৱन पाৰ कৰा उचित नहय़
3612;NULL;NULL NULL
3613;NULL;NULL NULL
3614;NULL;NULL NULL
3615;NULL;NULL NULL
3616;उपासनागृह, पूजाघৰ;उपासना बा पूजा कৰा ठाइ  सीताइ उपासनागृहत बहि माला जप कৰि आछे
3617;ठोङा;कोनो बस्तु सयतने भৰाबलै कागज बा धातु आदिৰे नि्र्माण कৰा एक धৰणৰ गोलाकाৰ पात्र बिशेष  दोकानीजने ठोङात बुटमाह दिछे
3618;गुৰुकुल, टोल;गुৰुৱे बिद्यार्थीक निजৰ लगत ৰाखि शिक्षा प्रदान कৰा आश्रम  बैदिक युगत मानुहे ब्रक्ष्मचर्य पालन कৰि गुৰुकुलत शिक्षा लाभ कৰिछिल/ संगीतৰ क्षेत्रत आजिओ कʼৰबात कʼৰबात गुৰुकुलৰ प्रचलन आछे
3619;धर्म््स्थान, धर्म््-स्थान, धर्म स्थल, ् धार्मिक ठाइ;धर्म सम्पर्कीय़ कार्य ्सम्पादन कৰा स्थान  गय़ा एखन धर्म््स्थान
3620;तूण, तोन, टुन, टोन, चोखৰ
3621;NULL;NULL NULL
3622;आश्रय़, शৰण, छत्रछाँय़ा;ৰक्षा पोৱा स्थान  अपৰाधीक आश्रय़ दिय़ाटोओ अपৰाध
3623;सहयोग, सहाय़ता;काৰोबाৰ काम आदित एनेधৰणे योग दिय़ा कार्य ्याৰ काৰणे सेइ काम सोनकाले आৰु भालदৰे हय़  एइ कामटो कৰात तेओँ ्मोक सहयोग कৰिले
3624;बाय़ु, पৱन, हाৱा, बताह, समीৰ, समीৰण, मৰुॎ, माৰुत, अनिल, जगताय़ु, नभःश्बास, श््ब्दबह, बह्निसख, बह्निमित्र, सदागति, अग्निसख, गन्धबह, गन्धबाह, मातৰिश्बा
3625;बिस्फोৰण;हठाॎ डाङৰ श््ब्द कৰि फुटा कार्य  बोमा बिस्फोৰणत बिशजन लोक निहत हʼल
3626;NULL;NULL NULL
3627;डिङि, गल, गला, टेँटु, कण्ठदेश, ग्रीৱादेश, नेलु
3628;तिनिआलि, तिनि-आलि;यि ठाइत तिनिटा ৰाष्टा लग लागे  तेओँ तिनिआलित एखन सৰु पाणदोकान खुलिछे
3629;NULL;NULL NULL
3630;सेना-कार्यब्यৱस्था;सैनिकৰ द्बाৰा लोৱा प्रशासनिक कार्य ब्यৱस्था  सन्त्रासबाद ৰुधिबৰ काৰणे भाৰते सेना-कार्यब्यৱस्था कৰा उचित
3631;गालि, गालि-गालाज, शपनि, गालि-शपनि, तिৰस्काৰ, गोर्हाल, गर्हाल, नेओचा, नेओचा-केओचा, गৰिहणा, बाक-बितण्डा, अपामान, धमक, धमकि, डाबि, हुकि, डाबि-हुकि, भेकाहि, ्हेँफनि, थेकेचनि, बकनि, बकाबकि, भर्ॎसना, भर्छ््ना, निन्दा, ककर्थ््ना, गञ्जना, नगुৰ-बितण्डा, ৰटना, ৰटनि, ्दुर्णाम, अपयश, दुर्यश, ्बदनाम;गालि पৰा कार्य ्बा भाब  पৰिय़ालৰ लोकৰ गालित अतीष्ठ है मोहने घৰ एৰि पलाइ गʼल
3632;प्रशंसा, गुणानुकीर्त्तन, गुणकीर्त्तन, प्रशस्ति, गुण-यश, ताৰिफ, बाहबा, गौৰৱ गाँथा, साधुबाद, प्रशंसाबाक्य, गुण बसना-
3633;अन्तৰीप;समुद्रৰ बहुदूৰलैके प्रसाৰित है थका पृथिৱीৰ स्थलभाग  उत्तमाशा अन्तৰीप केपटाउनৰ पश्चमत अৱस्थित
3634;अध्यक्ष, प्रधान शिक्षक;याৰ अधीनत सकलो प्राध्यापक आৰु प्राध्यापिकाइ काम कৰे  अध्यक्षइ बन्ति प्रज्बलन कৰि बार्षिक महोॎसৱৰ शुभाৰम्भ कৰिले
3635;शिष्य;यिजनक कोनोबाइ किबा पढ़ाइछे बा शिकाइछे  शिष्य आৰु गुৰुৰ सम्पर्क मधुৰ होৱा उचित
3636;बिपৰीत, प्रतिकूल, बिৰुद्ध, प्रतीप;यि अनुकूल बा हितसाधनत सहाय़क नहय़  पৰिस्थिति बिपৰीत होৱा देखि ्तेओँ उठि गुचि गʼल
3637;NULL;NULL NULL
3638;भौतिकबाद;देह बा शৰीৰक आत्मा ज्ञान कৰा सिद्धान्त  भौतिकबादत भौतिक कथा-बतৰाकेइ प्रधानभाৱे बिचाৰ कৰा हय़
3639;चिकिॎसक, डाक्तৰ, चिकिॎसाबिज्ञानी;यिजन ब्यक्तिय़े ৰोगीৰ चिकिॎसा कৰे  ৰोगीৰ काৰणे चिकिॎसक भगৱानस्बৰूप
3640;भৱिष्यते, आगलै, भৱिष्यत कालत;आगत  आहिबलगीय़ा समय़  भৱिष्यते काৰ कि हʼबलगा आछे कोनेओ नाजाने
3641;अतीतते, आगते, अतीजते, बिगत समय़ৰ, गत कालৰ
3642;आৱद्ध, अमुक्त, निৱद्ध;याक बन्धा हैछे  ৰामचৰित मानसत तुलसीदासे दोहा-चतुष्पदीৰ ৰचना आৱद्ध छन्दत कৰिछे
3643;प्रभाৱ, प्रৱणता, स्पृहा, प्रबृत्ति, टान, आसक्ति, धाउति, अनुৰाग, जेद, माइৰ;कोनो बस्तु बा कथा अनुसৰि कৰा  कार्यৰ ्पৰा होৱा  पৰिणाम बा फल  आजिकालिৰ युৱकसकलৰ ओपৰत पाश्चात्य सभ्यताৰ अत्यधिक प्रभाৱ पৰिलक्षित हैछे
3644;NULL;NULL NULL
3645;सन्तान, सति-सन्तति, लʼৰा-छोৱाली, बेटा-बेटी, अपत्य, बेटा-बेटी, पुत्र-कन्या, पो-जी, छाहा-बाहा, छाৱ-पुताइ, पो-पोৱालि, छा-छलि, छाना-पोणा, शाৱक, लʼৰा-दामुৰि, लʼৰा-लुৰि, पोৱालि;काৰोबाৰ पुत्र बा कन्या  माक-देउताकৰ सेৱा कৰाटो सकलो सन्तानৰे पৱित्र ्कर्तब्य
3646;जी, जीय़ৰी, पुत्री, छोৱाली, कन्या, दुहिता, नन्दिनी, तनय़ा
3647;आत्मज्ञान, आत्मानुभूति;कोनो कथा नभबाकै निजे निजे मनलै अहा स्बाभाৱिक ज्ञान  सकलो प्राणीৰे आत्मज्ञान थाके
3648;NULL;NULL NULL
3649;बातৰि, खबৰ, जाननी;कोनो बिषय़ৰ ज्ञान बा पৰिचय़ दिबৰ काৰणे काৰोबाक कोৱा कथा  बतৰ बिज्ञान बिभागे धाৰासाৰ बৰषुण होৱाৰ बातৰि दिछे
3650;बৰफाबृत, हिमयुक्त;यʼत बा याৰ ओपৰत बৰफ थाके  तेओँ गৰमৰ दिनत बৰफाबृत अञ्चलत फुৰिबलै पछन्द कৰे
3651;NULL;NULL NULL
3652;संस्कृत, संस्कृत भाषा;प्राचीन भाৰतीय़ ्आर्यसकलৰ ्साहित्यिक भाषा बिशेष याৰ आलमत बेद आदि लिखा हैछे  संस्कृतक देৱभाषा आख्या दिय़ा हय़
3653;NULL;NULL NULL
3654;आनुबंशिकता, बंशानुक्रमिकता;कोनो माक-देउताकৰ आनुबंशिक गुण ्तेओँलोकৰ सन्तानलै अहा जैৱिक प्रक्रिय़ा बिशेष  ग्रेगৰ जोहान मेण्डेल आनुबंशिकताৰ जनक आछिल
3655;आधुनिकता, अर्बाचीनता;आधुनिक होৱा अৱस्था बा भाब  आधुनिकताৰ अर्थ एइटो नहय़ ये आमि निजৰ पुৰणि ৰीति-नीतिक पाहৰि याम
3656;संकट, बिपद;कोनो अघटनीय़ घटनाৰ पৰा उॎपन्न होৱा एनेकुৱा पৰिस्थिति यʼत डाङৰ क्षति हʼब पाৰे  संकटतत मगजुৱे काम नकৰा हय़
3657;कठिनता, दुৰूहता;कठिन होৱा अৱस्था बा भाब  साहसी लोकৰ जीৱनत कठिनता अहाৰ पिछतो अलपो बिचलित नहय़
3658;बे-पৰोৱा;यि कोनो कथाৰ प्रति पৰोৱाइ नकৰे  तेओँ देश-दुनिय़ाৰ प्रति बे-पৰोৱा है निजৰ धुनपेचत मजि आछे
3659;कृतघ्नता, अकृतज्ञता;कृतज्ञ नोहोৱा अৱस्था  कृतघ्नता एटा बदगुण
3660;कुख्यात, बदनाम, दुर्नाम
3661;गौৰৱपूर्ण, ्गौৰৱमय़, गৰिमापूर्ण, गৰिमामय़, गौৰৱशाली, गौৰৱमय़ी, गौৰৱान्बित;यि गौৰৱ बा महिमाৰे युक्त  पृथिৱीৰ भितৰत भाৰत गौৰৱपूर्ण ्ठाइ
3662;असाधाৰण, असामान्य;यि सामान्य नहय़  मोहन असाधाৰण ৰोगत पीड़ित है आछे
3663;सुप्रसिद्ध, सुबिख्यात, सुख्यात;यि भालदৰे प्रसिद्ध  कर्ण निजৰ दानबीৰताৰ काৰणे सुप्रसिद्ध
3664;पाৰिश्रमिक, मजुৰि;पৰिश्रम कৰाৰ बिनिमय़त बा पाৰितोषिक हिचापे दिय़ा बिशेष धन  उचित पाৰिश्रमिक नोपोৱाৰ काৰणे श्रमिके हৰताल कৰि आछे
3665;आय़ुस, जीৱनकाल, बय़स, जिन्देगी
3666;लोৱा, ग्रहण कৰा
3667;सह्य कৰा, सहा, माना, मानि लोৱा
3668;दी्र्घजीৱी, दी्र्घाय़ु, चिৰञ्जीৱी;यि बहुत दिनलैके जीय़ाइ थाके  साधुजने दी्र्घजीৱी होৱाৰ आशी्र्बाद दिले
3669;NULL;NULL NULL
3670;NULL;NULL NULL
3671;नलकुप, टिउबेल;खेल-पथाৰ, खेति आदिৰ माटिৰ भितৰৰ पৰा पानी उलिओৱा नला बिशेष याৰ एटा मूৰ भूमिৰ पानी थका गभीৰत थाके आৰु उपৰि भागৰ मूৰटोৰे पानी उलिय़ाब पৰा ब्यৱस्था थाके  बৰषुण कम होৱाৰ काৰणे ठाय़े ठाय़े नलकुप बहुओৱा हैछे
3672;पोहा, पाला, पालन कৰा, पोह-पाल दिय़ा
3673;बौद्ध धर्माৱलम्बी, बौद्ध;यि गौतम बुद्धइ प्रৱर्तन ्कৰा धर्म अनुसৰि हय़  बौद्ध धर्माৱलम्बी ब्यक्तिৰ काৰणे एइ मठटो सजा हैछे
3674;धर्माৱलम्बी;यिय़े कोनो धर्म ्मानि चले  आमाৰ गाँৱৰ हिन्दु धर्माৱलम्बीसकलৰ एटा दले काशीलै पदयात्रा आৰम्भ कৰिछे
3675;धर्माৱलम्बी;यि कोनो धर्म अनुसৰि हय़  भाৰतत हिन्दु धर्माৱलम्बी लोकৰ संख्या अन्यदेशৰ तुलनात अधिक
3676;NULL;NULL NULL
3677;शाहु, शाहु मा
3678;मजिय़ा, फ्लोৰ
3679;गा-धोৱा घৰ, बाथৰुम, स्नानागाৰ, स्नानकक्ष, स्नानघৰ, स्नानशाला, स्नानगृह, गोचलखाना
3680;पाकघৰ, पागघৰ, ৰान्धनि घৰ, आखल घৰ, किच्चेन, चांमाइशाल, ৰान्धनिशाल, ৰन्धनगृह, ৰन्धानागाৰ
3681;जिৰा, जिৰा-गुटि
3682;NULL;NULL NULL
3683;अलागतिय़ाल, अप्रय़ोजनीय़, अदৰकाৰी, अनाৱश्यकीय़, नलगा, निष्प्रय़ोजन, अलागतीय़ा, फालतु, अबाञ्छनीय़;यिटो आৱश्यक नहय़  तुमि अलागतिय़ाल कामत निजৰ समय़ नष्ट कৰा उचित नहय़
3684;महत्त्बहीन;यʼत महत्ब नाइ  महत्त्बहीन कामत समय़ नष्ट नकৰिबा
3685;चाहिदा;कोनो कथा बा कामৰ आৱश्यकता होৱा अৱस्था बा भाब  आजिकालि बजाৰत नतुन-नतुन बस्तुৰ चाहिदा बाढ़ि गै आछे
3686;प्रेमिका, प्रेय़सी, प्रिय़तमा, प्रिय़ा, प्रणय़िनी, दय़िता, प्रेमपात्री, प्रेमासक्ता, प्रणय़ासक्ता;यि गৰाकी स्त्रीৰ सैते प्रेम कৰा हय़  ৰाधा कृष्णৰ प्रेमिका आछिल
3687;स्बाৱलम्बी, आत्मनि्र्भৰशील;निजৰ सहाय़त निजे प्रৱर्ताजन  स्बाৱलम्बी लोक जीৱनत सफल हय़
3688;शৰणागत, शৰणापन्न;शৰण लʼबलै अहा  शৰणागत लोकक ৰक्षा कৰाटो आमाৰ धर्म
3689;आहुति;मन्त्रৰ द्बाৰा अग्नित घृत सामग्री आदि बाकि दिय़ा कार्य  आहुतिৰ पिछत पुৰुहिते यजमानक ৰक्षासूत्र बान्धिले
3690;श््ब्द;भৰि तथा देहৰ आन अंग सञ्चालना कৰिले होৱा श््ब्द  काৰोबाৰ भৰिৰ श््ब्द शुनाৰ लगे-लगे तेओँ ्साৰ पाले
3691;मठ, आश्रम;साधु-सन्तৰ निबास स्थल  उत्तৰ काशी फुৰिबৰ समय़त आमि किछुदिन एटा मठत कटाइछिलो
3692;आहिन, आश्बिन
3693;आहाৰ, आषाढ़
3694;निबाৰणमूलक, प्रतिৰोधमूलक;याৰ निबाৰण सहजते हʼब पाৰे  आपोनाৰ मोकर्द््माटो निबाৰणमूलक, सहजते इय़ाৰ मीमांसा है याब
3695;सहज, सहजता, सৰलता, ऋजुता;सहज होৱा अৱस्था बा भाब  मोৰ काৰणे यि काम कठिन आछिल अৰुणाइ ताक सहजते कৰि दिले
3696;असम, आसाम;चाहपात उॎपादनत प्रसिद्ध भाৰतबर्षৰ एखन ৰाज्य  असमत चाहपातৰ खेति बिस्तृतभाৱे कৰा हय़
3697;आय़ोजक, आय़ोजन कर्ता;यिजने आय़ोजन कৰे  एइ कबि सन्मिलनৰ आय़ोजक स्बय़ं एजन प्रतिष्ठित कबि
3698;समन्बय़, समन्बय़ कर्ता;बैठकৰ आह्बान कৰा सभा-समिति आदिৰ सदस्य  किछुमान जৰुৰी काৰणत समन्बय़के आजिৰ सभा अनुष्ठित कৰिछे
3699;आय़ोग, कमिछन;कोनो कथा बा बिषय़ৰ बिचाৰ-बिबेचना तथा सेइ सम्पर्कत ्कोनो प्रतिबेदन दिय़ाৰ काৰणे चৰकाৰৰ द्बाৰा नियुक्त ब्यक्ति बा ब्यक्तिৰ समूह  चतुर्थ श्रेणीৰ पৰीक्षा हʼब लागे ने नालागे एइ सिद्धान्त लोৱाৰ काৰणे चৰकाৰे एखन आय़ोग गठन कৰि दिछे
3700;कार्य ्ৰूपाय़ण;कार्यत पৰिणत कৰा  शिक्षा सम्पर्कीय़ एइ ्आँचनिखनৰ कार्य ्ৰूपाय़ण अहा माहत हʼब
3701;संৰक्षित;कोनो बिशेष काम, पदबी, ब्यक्ति आदिৰ काৰणे बिशेषभाৱे सुৰक्षित कৰि ৰखा  आजिकालि सकलो बिभागते किछुमान पद अनुसूचित जातिৰ काৰणे संৰक्षित कৰा थाके
3702;सुৰक्षित, ৰक्षित;याक ৰक्षा कৰा हैछे  सेनाৰ द्बाৰा देशৰ सीमा भालदৰे सुৰक्षित है आछे
3703;सद्ब्यৱहाৰी;यि सद्ब्यৱहाৰ कৰे  सद्ब्यৱहाৰी लोके निजৰ ब्यৱहाৰৰ जৰिय़ते सकलोৰे प्रशंसाৰ पात्र हय़
3704;पৰिपाटि, निय़ाৰि, सुबिन्यस्त, सुशृंखलित;यिटोৰ भालदৰे ब्यৱस्था कৰा हैछे  तेओँ खेलिमेलि है थका बस्तुबोৰ पৰिपाटि कৰिले
3705;सुस्बादु;याৰ सोৱाद भाल  आजिৰ आहाৰ बहुत सुस्बादु आछिल
3706;स्बास्थ्यसन्मत;यिय़े स्बास्थ्य प्रदान कৰे  स्बास्थ्यसन्मत आहाৰ ग्रहण कৰि भालेमान बेमाৰৰ पৰा बाचि थाकिब पाৰि
3707;स्बाभाৱिक, स्बभाৱगत, स्बभाৱजात;यि स्बभाৱৰ सैते जड़ित  खं कৰाटो तेओँৰ ्स्बाभाৱिक गुण
3708;अनुसन्धानी, सन्धानी, सन्धानमूलक, अनुसन्धानात्मक;यि अनुसन्धानৰ सैते जड़ित  मइ अनुसन्धानी काहिनी पढ़िबलै भालपाओँ
3709;दुर्गुणी, ्दुर्गुणीय़ा, दोषदुष्ट, दोषयुक्त, दोषजनक, दोषाৱह;याৰ बेय़ा गुण आछे  दुर्गुणी ब्यक्तिৰ पৰा बाचि थका उचित
3710;दुर्ब्यৱहाৰी;यि ्दुर्ब्यৱहाৰ कৰे  दुर्ब्यৱहाৰी लोके निजৰ बेय़ा आचৰणৰ काৰणे मानुहৰ चकुत हेय़ हय़
3711;आपचु, कुश्री, बिकृत, कु-ৰूप, आभँ्जा, आगढ़ी, कुबृत, बिश्री
3712;सन्धिपदी प्राणी;सन्धियुक्त अंग आৰु खण्डीय़ शৰीৰेৰे गठित एक प्रकाৰৰ अमेৰुदण्डी प्राणी  पৰुৱा-मकৰा आदि सन्धिपदी प्राणी
3713;अनागत;यि अहा नाइ बा होৱा नाइ  आमि अनागत बन्धुৰ अपेक्षा कৰि आछोँ
3714;उज्ज्बल;यिटो प्रकाशमान  तेओँ ये ्सम्भ्रान्त घৰৰ सेइय़ा तेओँ पिन्धा उज्ज्बल कापोৰৰ पৰाइ जानिब पाৰि
3715;पददलित, दलित;याक अৱनमित कৰि बहु तललै लै योৱा हैछे  बिद्रोहीय़े पददलित भाৰतीय़ समाजৰ भितৰि भितৰि संस्काৰ साधन कৰिछिल
3716;फिका;यʼत चेनि, निमख बा मछला आदि दिय़ा बा मिहलोৱा नाइ  मइ फिका चाह भाल पाओँ
3717;चिৰसेउज बृक्ष, चिৰसेउज गछ;यि बृक्ष चिৰसेउज  चिৰसेउज बृक्ष सकलो ऋतुते पातेৰे भৰ-पूৰ है थाके
3718;अबिबाहित, अबिबाहित महिला, कुमाৰी;यि गৰाकी महिलाৰ बिबाह होৱा नाइ  माक-देउताकक अबिबाहित महिलाৰ बिय़ाৰ चिन्ताइ मनोकष्ट दिय़े
3719;आनन्ददाय़क, फूर्तिदाय़क;फूर्ति आनन्द दिओता  तेओँ ्आनन्ददाय़क ब्याय़ाम कৰि आछे
3720;पददलित, गचका;यिटो भৰिৰे गचकि दिय़ा हैछे  हिन्दु धर्मग्रन्थत पददलित आहाৰ खोৱाटो बर्जनीय़
3721;सान्त्ब््ना दिय़ा, बुजनि दिय़ा;दुखी बा चिन्तित ब्यक्तिৰ मन आनफाले लै योৱाৰ काৰणे इटो-सिटो कथा कोৱा  जोৱान पुतेकৰ मृत्यु होৱा शोकसन्तप्त पৰिय़ालटोक आत्मीय़-स्बजने सान्त्ब््ना दि आछिल
3722;सिन्धु, सिन्धु नदी;पञ्जाबৰ पश्चिम भागৰ एखन नदी  सिन्धु पञ्जाबৰ बाबे एक बৰ सिद्ध हʼल
3723;इन्द्रिय़;कोनो बस्तुৰ बिषय़े ज्ञान आहৰण कৰिब पৰा बा कर्म ्साधन कৰिब पৰा  शৰीৰत थका अंग बा शक्ति बिशेष  चकु, काण, नाक आदि इन्द्रिय़
3724;लिङ्ग, कणी, पुৰुषाङ्ग, शिश्न, उपस्थ, पुंश्चिह्न, अण्डकोष, धकৰि, मुष्क
3725;न्याय़;यि कथा उचित बा निय़मৰ अनुकूले हय़  भगৱाने इमान न्याय़पৰाय़ण मानुहजनৰ लगतो न्याय़ नकৰिले
3726;निःसंकोचभाৱे;बिना संकोचेৰे  तेओँ ्काइलै नाहो बुलि निःसंकोचभाৱे कʼले
3727;बकचिच, पाৰितोषिक, पुৰस्काৰ, पुৰस्काৰ, इनाम;सन्तुष्ट है काৰोबाक कोनो बस्तु बा द्रৱ्य दिय़ा  ৰजाइ नर्तकीक मने-बिचৰा बकचिच दिले
3728;सोँत, प्रबाह, धाৰा, बेग;बै योৱा कार्य ्बा भाब  तेओँ ्पानीৰ ्सोँतत उटि गʼल
3729;इतिहास, इतिबृत्त;पाৰ है योৱा कोनो प्रसिद्ध घटनाৱली आৰु ताৰ सैते जड़ित लोकৰ बा बस्तुৰ कालानुक्रमिक ्बर्ण््ना  तेओँ ्प्राचीन इतिहास पढ़ि आछे
3730;पৰम्पৰा, ৰीति, प्रथा, दस्तुৰ, ৰीति-नीति;बहुदिनৰ पৰा प्राय़ एकेदৰेइ चलि अहा प्रथा बा बिचाৰ  सकलो समाजৰे बैबाहिक पৰम्पৰा बेलेग बेलेग
3731;NULL;NULL NULL
3732;NULL;NULL NULL
3733;NULL;NULL NULL
3734;इन्धन, लागनी, लगनि, लगनी, लगनि-खৰि
3735;औषध, दৰৱ, भेषज, दৱाइ, दाৱाइ, दाৰु, औषध-पाति, दৰৱ-पाति
3736;इतिकिं, कटाक्ष, ब्यङ्ग-उक्ति, आक्षेप
3737;जनश्रुति, जनप्रबाद, लोकोक्ति, लोक-कथा;बास्तৱ जीৱनৰ अभिज्ञताৰ पৰा आहৰण कৰा मानुहৰ माजत प्रचलित किछुमान कथा बा उक्ति  जनश्रुतिৰ प्रय़ोगे भाषाৰ कालिका बढ़ाय़
3738;सुबचन, सुक्ति;उत्तम बा सुन्दৰ उक्ति, पद, बाक्य आदि  सुबचनत गूढ़ अर्थ लुकाइ थाके
3739;अपৰाध स्बीकाৰ कৰा;निजे कৰा अपৰाध मानि लोৱा  तेओँ चुৰ कৰाৰ अपৰाध स्बीकाৰ कৰिले
3740;बमि कৰा, उल्टि होৱा
3741;अंकुৰित होৱा;बीज बा गुटिৰ पৰा सৰु कोमल अंकुৰ  ओलोৱा यʼৰ पৰा नतुन पात ओलाय़  खेति पथाৰत घेँहु अंकुৰित हैछे 
3742;पिकदानी;यि पात्रत थु पेलोৱा हय़  तेओँ ्पाण खाइ पिकदानीत पिकाले
3743;NULL;NULL NULL
3744;उग्रबादी, उग्रपन्थी;यि उग्रबादৰ समर्थन कৰे  उग्रपन्थीय़े देशत हिंसा प्रसाৰित कৰे
3745;खङाल, खङ्गाल, कोदोৱा, गोङोৰा, क्रुद्ध, ৰुष्ट, कोपित, कुपित, कोपान्बित, कोपाৱिष्ट, कोपन, ৰागान्बित, क्रोधान्बित, क्रोधाबिष्ट, क्रोधित, ৰागान्ध, क्रोधान्ध, क्रोधोन्मत्त, क्रोधपৰ, क्रोधपৰबश, क्रोधबश, क्रोधयुक्त, क्रोधी, ৰुखाৰि, ৰागी, क्रोधोद्दीपक;यि स्बभाৱतेइ अधिक खं कৰे  खङाल ब्यक्तिৰ पৰा सकलोৱेइ आँतৰि थाकिब बिचाৰे
3746;भय़ंकৰ, भय़ानक, बिकट
3747;भीषण, भय़ङ्कৰ, घोৰ, दाৰुण;यि अन्तৰ बिदाৰण कৰे  ৰाम बनलै योৱाৰ पिछत बिच्छेदৰ भीषण दुख सहिब नोৱाৰि पितृ दशৰथৰ मृत्य हʼल
3748;सन्त्रासबादी, आतंकबादी;यि मानुहक आतंकित कৰे  काश्मीৰत चाৰिटा सन्त्रासबादी पुलिचৰ गुलीत धৰाशाय़ी हʼल
3749;NULL;NULL NULL
3750;ग्रहणीय़, स्बीकार्य, ्ग्राह्य;यिटो स्बीकाৰ कৰाৰ योग्य  आपोनाৰ पৰामर्शटो ग्रहणीय़
3751;NULL;NULL NULL
3752;उच्च-अधिकाৰी, उच्चपदस्थ बिषय़ा, उच्चाधिकाৰी;कोनो उच्च पदत थका अधिकाৰी  तेओँৰ ्डाङৰ ककाय़ेक ৰाजह बिभागৰ एजन उच्च-अधिकाৰी
3753;अभिब्यक्ति;मनৰ भाब आदिक स्पष्ट ৰूपत आनৰ आगत प्रकाश कৰा कार्य  कबिय़े कबिताৰ माध्यमेৰे निजৰ बिचाৰधाৰाৰ अभिब्यक्ति घटाय़
3754;उच्चाৰण;बर्ण ्बा श््ब्द कोৱाৰ धৰण  श्लोकৰ उच्चाৰण शुद्ध आৰु धाৰाबाहिक होৱा उचित
3755;पठन;कोनो लेखनिৰ श््ब्दबोৰ उच्चाৰण कৰि पढ़ा कार्य  लʼৰा-छोৱालीबोৰৰ पठन कार्यत ्श्रोताइ हातचापৰि बजाले
3756;कोৱा, उच्चाৰण कৰा;मुखेৰे ब्यक्त बा स्पष्ट ध्बनि उलिओৱा  सीमाइ 'स'-क 'ख' बुलि उच्चाৰण कৰे
