3204;NULL;NULLNULL 
3205;NULL;NULLNULL 
3206;निम्न बंशीय़;यिजन निम्न कुलৰ आजिओ किछुमान उच्च कुलৰ लोके निम्न बंशीय़ लोकक हीन दृष्टिৰे 
3207;अभिजात, उच्च-बंशीय़, सम्भ्रान्त, आभिजात्यपूर्ण, अभिजातसुलभ;यिजन उच्च बंशৰ तेखेत अभिजात बंशৰ हैय़ो बৰ बिनम्र 
3208;सफल, सफलकाम, सार्थक, सिद्धकाम, कृतकार्य, कृतकार्य्य, कृतकृत्य, सिद्धमनोৰथ, सफल मनोৰथ;यि कৰि कार्य ्बा उद्देश्य पूर्ण कৰि लय़ मोहन कामत सफल हʼल 
3209;NULL;NULLNULL 
3210;सँ्चा, सत्य, बास्तৱ, यथार्थ, ् पार्थिৱ, अस्तित्बशील, अस्तिमान, बास्तৱिक, प्रकृत, लौकिक, अकल्पित, सत्तायुक्त, अकाल्पनिक;यिटो बास्तৱत हैछे मइ एइमात्र अबिश्बास्य ्सँ्चा घटना शुनिलोँ 
3211;सहोदৰ, सोदৰ, एकेगर्भी;यि माकৰ गर्भৰ् पৰा जन्मिछे सम्पत्ति एने बस्तु यि सहोदৰ भाय़ेकसकलৰ माजतो मनोमालिन्यৰ सृष्टि कৰिब पाৰे 
3212;शस्ययुक्त;शस्यৰ पৰा होৱा काजु बৰफि एबिध शस्ययुक्त मिठाइ 
3213;बाध्य, पৰबश, अधीन, बशीभूत;निजৰ इच्छाৰे एको कৰिब नोৱाৰा अৱस्थात पৰोँताजन मइ कामटो कৰिबৰ काৰणे बाध्य 
3214;दुৰाৰोग्य, आৰोग्यातीत, अनाৰोग्य, चिकिॎसातीत, अचिकिॎस्य, अचिकिॎसनीय़, दुश्चिकिॎस्य;याৰ चिकिॎसा सम्भৱ नहय़ ৰक्तৰ कर्कटৰोग एतिय़ाओ दुৰाৰोग्य ब्याधि 
3215;ग्राहक, क्रेता, खৰिद्दाৰ, किनोता;यिजने बस्तु क्रय़ कৰे बस्तु उपभोग कৰाৰ बिनिमय़त यिजने धन दोकानखनत ग्राहकৰ भिৰ लागि 
3216;बन्धक ्लओँ्ता;याৰ ओचৰत बस्तु बन्धकत ৰखा तेओँ बन्धक ्लओँ्ताৰ ओचৰत निजৰ घৰटो बन्धकत ৰाखिले 
3217;ऋणी, धৰुৱा, ऋणग्रस्त;यिजने ऋण लैछे बेंके ऋणी सदस्यसकलक अनतिपलमे ऋण जमा दिय़ाৰ बाबे जाननी प्रेৰण कৰिछे 
3218;खाजनादाৰ;यिजने खाजना खाजनादाৰे जमीदाৰৰ बिৰुद्धे आन्दोलन गढ़ि तुलिछे 
3219;दण्डनीति, दण्ड-नीति;दण्ड दि शासन कৰा बशत ৰखा नीति मोगलयुगत किछुमान शासके दण्डनीतिৰे शासन कৰिछिल 
3220;थৰथৰकै, थৰथৰ कৰे, थकथककै;बৰकै अस्थिৰ पৰा अৱस्था सापडाल देखाৰ लगे-लगे ৰोशनৰ शৰीৰ थৰथৰकै कँपिबलै धৰिले 
3221;NULL;NULLNULL 
3222;NULL;NULLNULL 
3223;NULL;NULLNULL 
3224;NULL;NULLNULL 
3225;NULL;NULLNULL 
3226;हाती, गज, हस्ती, मातङ्ग, कৰी, कुञ्जৰ, दन्ती, धुइ, कৰेणु, द्बिप;बिशाल शৰीৰ शुँड़ৰ कााৰणे आन जीৱ-जन्तुतकै पृथक एबिध चाৰिठेङीय़ा तृणभोजी स्त्न्यपाय़ी जन्तुहातीय़े कुँहिय़ाৰ खाइ बৰ भाल पाय़ / 
3227;खिৰिकि, खिৰिकी, बाताय़न, गৱाक्ष;बताह आৰु पोहৰ सोमोৱाৰ काৰणे बेৰत सजा जालि थका डाङৰ अंश छेद घৰखनत बताह चलाचल कৰिबৰ काৰणे तेओँ प्रतिटो कोठाते खिৰिकि लगाइछे 
3228;कृपादृष्टि, कृपा-दृष्टि, दय़ादृष्टि, दय़ा-दृष्टि;दय़ा अनुग्रहৰ दृष्टि सपৰिय़ाले भगৱानৰ कृपा-दृष्टिৰ बलत कुशले आछोँ 
3229;दृष्टिशक्ति, दृष्टि, दृष्टि-शक्ति;यि प्रबृत्ति शक्तिৰ बलत मानुह जीৱ-जन्तुৱे सकलो बस्तु पाय़ शगुणৰ दृष्टिशक्ति बৰ प्रखৰ 
3230;चकुৰ मणि, मणि, नय़नमणि, नय़नतৰा, नेत्रताৰका, अक्षिताৰका, अक्षिगोल;चकुৰ माजभागत थका गोल कʼला अंशचकुৰ भितৰৰ अति कोमल आৰु गुৰुत्बपूर्ण अंश हʼल चकुৰ मणि / 
3231;लक्ष्य, निचान;याक ध्यानत ৰाखि आघात प्रहाৰ कৰा अर्जुनৰ ्बाण सदाय़ लक्ष्यत स्थिৰ आछिल 
3232;दृष्टिकोण;बस्तुक चोৱा बिषय़त बिचाৰ कৰा प्रबृत्ति स्बभाৱ आमाৰ दृष्टिकोणेৰे आपोनाৰ कामटो अनुचित हैछे 
3233;बिबेक;भाल-बेय़ा कथा बुजिपोৱा भाबिब पৰा शक्ति आৰु ज्ञान बिपदৰ समय़त बिबेकৰ द्बाৰाहे कৰा 
3234;बेजी-बिन्धा, बेजी-छेद;बेजीत थका छेद फुटा अंश अनीताइ बेजीৰ बिन्धात ৰची भৰाइ 
3235;चोताल, प्राङ्गन, अंगन, आङ्गिना, मुक्ताङ्गन;घৰৰ आगफाल, माजभाग पाछफाले थका आहल-बहल मुकलि अंशलʼৰा-छोৱालीबोৰे चोतालत खेलि / 
3236;मुकलि ठाइ, खोला ठाइ;यि ठाइ ओपৰৰफाले अनाच्छादित खोला पुৱाइ-पुৱाइ मुकलि ठाइत खोजकढ़ाटो स्बास्थ्यৰ काৰणे लाभदाय़क 
3237;आन्दोलन, बिक्षोभ;सञ्चालित आन्दोलित कৰा अৱस्था चৰकाৰे कुँहिय़ाৰৰ मिलटो बन्ध कৰाৰ आदेश जाৰि कৰाৰ लगे-लगे खेतिय़कसकल आन्दोलनत नामि पৰिल 
3238;NULL;NULLNULL 
3239;अशान्ति, ्अशाँति, चाञ्चल्य;अनिर्णीत पৰिस्थितित मनৰ माजत होৱा उगुल-थुगुल भाब पৰस्पৰ बिৰोधी भाबৰ काৰणे तेओँৰ मनत अशान्ति 
3240;गुजৰाटी;गुजৰाट सम्बन्धीय़ नৱৰात्रित गुजৰाटी लोके दाण्डि नृत्य कৰे 
3241;धुमुहा-बताहबानाह, चाचि, झञ्झा;अति बेगेৰे अहा बताह याৰ बाबे चाৰिओफाले धूलि उৰि आन्धाৰे आৱৰि धৰे धुमुहा-बताहे मोৰ घৰৰ चालिखन उৰाइ निले 
3242;धुमुहाबेग;धुमुहाৰ दৰे तीब्र प्रधानमन्त्रीय़े बानपीड़ित अञ्चलबोৰ धुमुहाबेगेৰे पৰि्दर्शन कৰिले 
3243;प्रचण्ड आक्रमण, प्रৱल आक्रमण;प्रৱलभाৱे कৰा आक्रमण भाৰतीय़ सेनाৰ प्रचण्ड आक्रमणत शत्रुৰ माजत हुৱा-दुৱा लागिल 
3244;पाहৰा, बिस्मृत;यिटो पाहৰि योৱा हैछे मनत मइ कबिताटोৰ पाहৰा पंक्तिबोৰक मनत पेलाबलै कৰि आछोँ 
3245;आय़ना, आर्ची, दापोण, चिँचा, दर्पण, मुखचा, दापण, मुकुৰ;प्रतिफलनৰ सहाय़त प्रतिबिम्ब चाब पৰा काँचৰ पाटकिछुमान छोৱालीय़े निजৰ पार्चत ् आय़ना लै फुৰे / 
3246;अनुमान, आन्दाज;किहबाৰ आधाৰत अनुमान कৰा कार्य संख्याबोৰৰ पुनৰ अनुमान कৰि हिचाप उलिय़ाब लागिब 
3247;शाৰीৰिक द्रब्य, शाৰीৰिक द्रৱ्य, शाৰीৰिक पदार्थ;शৰीৰৰ भितৰत पोৱा पदार्थ तेज एबिध तৰल अৱस्थात पोৱा शाৰीৰिक द्रब्य 
3248;गुजৰाटी, गुजৰाट-बासी, गुजৰाट बासी;यिजन गुजৰाटৰ निबासी गुजৰाटत होৱा भूमिकम्पइ किमान गुजৰाटीक अघৰी कৰिले 
3249;मूल्य-नि्र्धाৰण, मूल्य नि्र्धाৰण, मूल्य-निৰूपण;बस्तुৰ मूल्य निश्चित कৰा कार्य गाड़ीखनৰ मूल्य-नि्र्धाৰण सन्दर्भत तर्क-बित््र्क हʼल 
3250;NULL;NULLNULL 
3251;आय़तन;क्षमताৰ बिचाৰेৰे पदार्थ बहन ्बा धाৰण कৰिब पৰा पात्र खाली ठाइৰ भितৰৰ स्थान टेंकीटोৰ आय़तन पाँचश लिटाৰ 
3252;बर्गफल, क्षेत्रफल;दीघ-प्रस्थৰ घात गुणेৰे सूचोৱा पदार्थ, भूमि स्थानৰ बर्गात्मक पৰिमाण मोৰ घৰटोৰ बर्गफल ्चाৰिश ्बर्गफुट 
3253;देहाৱय़ब;शৰीৰৰ गठन अৱय़ब अपৰाधीৰ देहाৱय़बৰ बिৱৰण ्दूৰदर्शनत दि थका हैछे सहजते धৰा पৰे 
3254;मानৱ प्रेम, मानৱ-प्रेम, लोकप्रेम, लोक-प्रेम;मानৱৰ समर्पित प्रेम बिश्बत मानৱ प्रेमৰ योगेदि शान्तिৰ स्थापना कৰिब पৰा 
3255;शक्तिहीन, बलहीन, हीनबल, अक्षम, क्षमताहीन, ्असमर्थ, ्अपार्थक, अशक्त, अथৰ, अथाৱৰ, हतबल, क्षीणबल, क्षीण शक्ति;याৰ क्षमता शक्ति बय़स होৱाৰ लगे-लगे मानुह शक्तिहीन पৰे/ युँजि-युँजि ्तेओँ अक्षम पৰिल 
3256;सक्षम, समर्थ््, क्षमताৱान, सामर्थ्यৱान;याৰ क्षमता मइ एइटो कৰिबৰ काৰणे सक्षम 
3257;असुबिधा, कठिनता, कष्टसाध्यता, दुৰूहता;कৰोते बाधा पोৱा स्थिति एनेकुৱा पৰिस्थितित कৰिबलै मइ असुबिधा पाओँ 
3258;अन्त, इति, ओৰ, समाप्ति, शेष, शेह, अৱसान, सां, यति, पৰिसमाप्ति;बस्तु समाप्त होৱा भाब अৱस्था कलियुगत अन्त निश्चित 
3259;अस्तित्ब, स्थिति, अৱस्थिति, बिद्यमानता, बिৰाज, बिৰाजमानता, सत्ता, अधिस्थान;सत्ताৰ भाब आमाৰ मनत केतिय़ाबा-केतिय़ाबा एइटो भाबৰ उदय़ ईश्बৰৰ अस्तित्ब 
3260;मान, सन्मान, मान-सन्मान, आदৰ, समादৰ, इज्जत, मर्यादा, मान-मर्यादा, सम्भ्रम, कदৰ, मर्यात, मान-सम्भ्रम;प्रतिष्ठित होৱाৰ भाब अৱस्थातेओँৰ ् समाजत बৰ मान / निर्बाचनत मइ यिकोनो प्रकाৰे जिकिबइ लागिब किय़नो इय़ात मोৰ मान-सन्मानৰ प्रश्न जड़ित / 
3261;गुजৰाटी, गुजৰाटी भाषा;गुजৰाट ৰाज्यৰ भाषा गुजৰाटीलोकৰ माजत थाकि थाकि ्तेओँ गुजৰाटी कʼबलै धৰिले 
3262;NULL;NULLNULL 
3263;NULL;NULLNULL 
3264;अस्त्र, हातिय़ाৰ, हाथिय़ाৰ;यि आहिला उपकৰणेৰे युद्ध आदिৰ समय़त शत्रुक आक्रमण कৰा आत्मৰक्षा कৰा तेओँ ्धाৰाल अस्त्रৰे बाघटोৰ ओपৰत आघात कৰिले 
3265;हस्पितेल, चिकिॎसालय़, आस्पताल, स्बास्थ्यकेन्द्र, चिकिॎसागाৰ, आৰोग्यनिकेतन, आৰोग्यशाला, बैद्यशाला, आतुৰ निबास, हेलथ चेण्टाৰ, क्लिनिक, नार्चिंहोम;यि ठाइत ৰोगीৰ चिकिॎसा कৰा आৰु औषध-पाति दिय़ा हय़आमाৰ गाँৱत डाङৰ हस्पितेल साजि / 
3266;बेৰिष्टाৰ;धৰणৰ बिधि बिशेषज्ञ आइन-कानुनৰ ज्ञान थका लोक याৰ मर्यादा उकिलतकै महात्मा गान्धीय़े लण्डनৰ पৰा बेৰिष्टाৰ पाछ कৰि आहिछिल 
3267;अननुमोदित, अस्बीकृत, असमर्थित;याৰ अनुमति दिय़ा होৱा पाठशालाৰ पৰा बनभोजलै योৱाৰ अननुमोदित ्आँचनिखन सफल हʼल 
3268;अगृहीत, अस्बीकृत, अननुमोदित;यिटो अनुमोदन कৰा होৱा अगृहीत बिधेय़कखनৰ पुनৰ पर्यालोचना अहा बैठकत हʼब 
3269;खाৰिज, नामञ्जुৰ, प्रत्याख्यात, अस्बीकृत, अननुमोदित;यिटो स्बीकृत नहय़ स्बीकाৰ कৰा होৱा चৰकाৰे श्रमिकसकलৰ दाबी खाৰिज कৰिले 
3270;अहंभाৱ, मइत्ब, अहंबोध;मइ आछो मइ कৰो आदिৰ भाৱना अहंभाৱ त्याग कৰिलेहे मोक्ष लाभ 
3271;NULL;NULLNULL 
3272;बेৰा, घेৰा;बेৰ आदिৰे घेৰि थका ठाइ लʼৰा-छोৱालीबोৰे बेৰाৰ भितৰत खेलि 
3273;चुबुৰि;अञ्चलत चहৰत भालेमान घৰ एकेलगे थका ठाइ तेओँৰ घৰ चुबुৰिटोते 
3274;उपकाৰ, भाल, हित;काৰोबाৰ भाल हितसाधन कৰा कार्य सॎलोके सकलोৰे उपकाৰ साधे 
3275;अहिंसा;काको हिंसा नकৰा कार्य अहिंसा पৰम धर्म/ ्गान्धीजी अहिंसाৰ एजन डाङৰ पूजाৰी आछिल 
3276;खिৰिकि, खिड़िकि, बाताय़न, गৱाक्ष, जानला, जानाला;बताह आৰु पोहৰ सोमाबৰ काৰणे बेৰत कৰा सৰु दुৱाৰৰ दৰे अंशएइ कोठाटोत खिৰिकि / 
3277;अपकाৰ, क्षति, हानि, अनिष्ट, क्षय़, बৰबाद;उपकाৰৰ बिपৰीत अनुचित बेय़ा काৰो अपकाৰ नकৰिबा 
3278;NULL;NULLNULL 
3279;हाकुटी, ्आँकुही;बस्तु खुचिबलै तुलि धৰिबৰ काৰणे बनोৱा लोहा आदिৰ ्भाँज थका ्सँजुलि तेओँ पৰियोৱा कापोৰखन हाकुटीৰे उठाले 
3280;ৰबट, यन्त्र-मानৱ, यन्त्र मानৱ;बैज्ञानिके नि्र्माण कৰा मानुहৰ आकाৰৰ स्बय़ंक्रिय़ यन्त्र बर्त््मानৰ बैज्ञानिके ৰबटৰ योगेदि बेछिभाग कৰाৰ दक्षता अर्जन ्कৰा 
3281;जिलि, झिलि;बस्तु आदिৰ पातल तৰप कणीৰ बाहिৰৰ टान खोलाटोৰ तलत जिलि 
3282;संख्या, अंक, अङ्क, ৰाशि;एक, दुइ, सुनिर्दिष्ट बस्तुৰ पৰिमाण बुजोৱा गाणितिक संकेट डाङৰ संख्या 
3283;कष्ट सहा, दुख सहा;मानसिक शाৰीৰिक कष्टৰ माजेৰे पाৰ होৱा बिय़ाৰ पिछৰ बछৰ गीताइ शहुৰेकৰ घৰत कष्ट सहिले 
3284;बिछना, शय्या, पालें, पाटी, शेतेलि, खाटिय़ा;मानुहे शोৱाৰ काৰणे नि्र्माण कৰि लोৱा आचबाब तेओँ घৰৰ ्बाहिৰৰ बिछनात शुइ आछिल 
3285;यात्रा, भ्रमण, चफৰ;एठाइৰ पৰा दूৰৱर्ती ठाइलै योৱा कार्य तेओँৰ ्यात्रा सफल हʼल/ तेओँ भ्रमण कৰि 
3286;सৰा, सৰि पৰा;बस्तुৰ सৰु-सৰु अंग अंश छिङि पৰा अৱस्था तेओँৰ चुलि सৰिछे 
3287;बाहन आৰोही;यि बाहनत उठि महाभाৰत युद्धৰ समय़त किमान बाहन आৰोहीय़े बीৰ गति लाभ कৰिछिल 
3288;गछ-पुलि, पुलि;एकप्रकाৰৰ सৰु उद्भिदश्यामৰ बागिछात धৰणৰ गछ-पुलि / 
3289;ब्यৱस्थापना, ब्यৱस्था, बन्दৱस्त, आय़ोजन;आगतीय़ाकै निय़म-शृंखलाৰ माजेৰे संगठित कৰा अৱस्था कामब्यৱस्थापनाৰ योगेदि यिकोनो कामेइ सहजे कৰिब पाৰि / 
3290;NULL;NULLNULL 
3291;NULL;NULLNULL 
3292;पातसৰा, पत्रहीन, निष्पत्र, निपात;याৰ पात सৰि गैछे शৰॎकालत बेछिभाग गछৰ पातसৰा देखिबलै पोৱा 
3293;जाৰ, ठाण्डा, शीत, शैत्य;जलबाय़ुৰ तापमात्रा कमिले शৰीৰत होৱा एने अनुभूति याৰ बाबे कापोৰ मेৰिय़ाइ लʼबलै मन ৰʼद , जुइ आदिৰ ओचৰत ৰै दिले शৰीৰटो भाल लागेआजि ৰातिपुৱाৰ पৰाइ मोৰ जाৰ लागि / 
3294;यक्ष्मा, टि बि, क्षय़ৰोग, खेहৰोग, टिउबाৰ किउलोसिस, थाइसिस, ৰाजৰोग;हाँओफाओँ ् क्षय़ कৰा एबिध जीৱाणुजनित ৰोग यिय़े लाहे लाहे शৰीৰ ् दुर्बल कৰि मृत्यु घटाब पाৰेतेओँ् यक्ष्मा ৰोगत आक्रान्त लʼৰाटोक औषध खुৱाबलै चहৰलै लै गैछे / 
3295;काम कৰा, कार्य ् कৰा;कार्य सम्पन्न ् कৰा अৱस्थाएइ कामटो कৰि होৱाৰ पिचत मइ आपोनाৰ कामखिनि कৰिम / 
3296;दम लोৱा;काৰोबाৰ हेँ्चात पৰि ्तेओँৰ ्इच्छानुसৰि कৰाৰ काৰणे बिब्रत होৱा अञ्चलटोৰ नाम थका बदमाच, सेइकाৰणे सकलोৱे ताৰ कथा कामत दम लय़ 
3297;यक्ष्मा, क्षय़ৰोग, खेहৰोग, टिउबाৰ किउलोसिस, टि बि, थाइसिस, ৰाजৰोग;याৰ क्षय़ৰोग हस्पितेलत यक्ष्मा ৰोगीৰ संख्या 
3298;हिंसा, क्रुৰता, हिंस्रता;जीৱ-जन्तुक मৰा-कटा आৰु शाৰीৰिकभाৱे कष्ट दिय़ा बृत्ति गान्धीजी हिंसाৰ बिৰोधी आछिल 
3299;अतिक्रमकाৰी, लंघनकाৰी, लङ्घनकाৰी, अतिक्रमणकाৰी;यिजने निजৰ अधिकाৰ आदिৰ सीमा पाৰ कৰि आगबाढ़े अतिक्रमकाৰी ৰजाइ चुबुৰीय़ा देशखन निजৰ कৱलत आनिले 
3300;आक्रमणकाৰी, आग्रासी, आक्रमण ्कर्ता, हानादाৰ;यि आक्रमण कৰे आक्रमणकाৰी सैनिके किल्लाटो हस्तगत कৰिले 
3301;आक्रमणात्मक, आक्रामक;आक्रमण कৰोँता यि आक्रमण कৰिबलै तॎपৰ बाघৰ आक्रमणात्मक ৰूप देखि चिकाৰीटो पलाबलै धৰिले 
3302;आक्रोश, आक्रोह;अत्यधिक क्रोधित होৱा अৱस्था भाब तेओँ आक्रोशत पৰि हत्या कৰिले 
3303;ৰुष्टता, असन्तुष्टता;ৰुष्ट होৱा अৱस्था भाब ৰुष्टताक जय़ कৰिब पৰाटो डाङৰ कथा 
3304;NULL;NULLNULL 
3305;चिकाৰ, मृगय़ा;बनৰीय़ा पशु-पक्षीक मৰा कार्य प्राचीनकालत ৰजा-महाৰजाइ चिकाৰৰ काৰणे जंघललै गैछिल 
3306;मनोबेदना, अन्तर्बे्दना, मनस्ताप;मनत ओपजा ब्यथा ৰामे निजৰ मनोबेदना काको कʼब निबिचाৰे / मइ मोৰ अन्तर्बे्दना काक शुनाओ ? 
3307;NULL;NULLNULL 
3308;आय़, उपार्जन;लाभ हिचापे पोৱा धनकृषिय़ेइ आमाৰ आय़ৰ मुख्य पथ / 
3309;पৰिणति, सिद्धान्त;किहबाৰ द्बाৰा बस्तु कथाৰ स्थिति प्रतिपन्न कৰा यत्नৰ पिछत पৰिणतित उपनीत हैछोँ ৰाम एजन भाल लʼৰा 
3310;NULL;NULLNULL 
3311;प्रৱेश;ठाइत प्रतिष्ठान आदित निर्देशित नीति-निय़म सम्पूर्ण कৰि सोमोৱा कार्यतेओँ ् डाङৰ प्रतिष्ठानत प्रৱेशৰ सुयोग लाभ कৰिछे / 
3312;नि्र्बासन, नि्र्ब्बासन, देशान्तৰी, देशत्यागी होৱा-;देशৰ पৰा बाहिৰ कৰि दिय़ा शास्ति बृटिछৰ ৰाजत्बकालत स्बाधीनता युँ्जाৰुसकलक शास्ति हिचापे नि्र्बासन दि आन्दामानलै पठोৱा हैछिल 
3313;आसन्न, सन्निकट;यिटो ओचৰलै काष आहिछे आसन्न नि्र्बाचनৰ लक्ष्यৰाखि नि्र्बाचन आय़ोगे सुৰक्षाৰ याৱतीय़ ब्यৱस्था कৰि 
3314;शाब्दिक;श््ब्द सम्बन्धीय़ श््ब्दৰ अनुबादৰ काৰणे शाब्दिक ज्ञानৰ प्रय़ोजन 
3315;लाठी, बाৰि, बाड़ि, दण्ड, माৰि;काठ बाँह आदिৰ पोन आৰु अलप दीघल टुकुৰा बागिछात लʼৰा-छोৱालीबोৰे लाठीৰे आम पाৰि 
3316;गुৰु, उस्ताद;बिद्या कला शिकोৱा ब्यक्ति गुৰुৰ अबिहने ज्ञान प्राप्ति नहय़ 
3317;द्रोणाचार्य, ्द्रोण;महाभाৰत कालৰ प्रसिद्ध ब्राक्ष्मण बीৰ यि भৰद्बाज ऋषिৰ पुत्र आछिल अर्जुन ्द्रोणाचार्यৰ प्रिय़ शिष्य आछिल 
3318;धर्म-्शास्त्रज्ञ, धर्म््शास्त्री;यिजन ब्यक्तिৰ ्धर्मग्रन्थसमूहৰ बिषय़े ज्ञान शंकৰाचार्य एजन ्डाङৰ धर्म -्शास्त्रज्ञ आछिल 
3319;धर्मगुৰु, ् बाबाजी, ् धर्माचार्य;धर्म सम्पर्कीय़ शिक्षा दिय़ा लोकएइ धर्म सन्मिलनत भालेसंख्यक प्रख्यात धर्मगुৰुৱे अंशग्रहण कৰिछे / 
3320;NULL;NULLNULL 
3321;मठाध्यक्ष, मठाधिकाৰी;यि ब्यक्ति मठৰ प्रधान हৰिद्बाৰत मठाधिकाৰीৰ सन्मिलन हैछिल 
3322;बैद्य, कबिৰाज, आय़ुर्बेद चिकिॎसक, आय़ुर्बे्दाचार्य;आय़ुर्बेद्शास्त्र अनुसৰि ৰोगीৰ चिकिॎसा कৰा चिकिॎसक लंका नगৰीत सुषेण नामৰ एजन बৰ डाङৰ बैद्य आछिल 
3323;टिकट, टिकेट;धৰणৰ ब्यৱसाय़िक दस्ताबेज याक संग्रह कৰाৰ बिनिमय़त संग्रह कৰोताइ सार्बजनीन भाৱे यात्रा कৰिब पाৰे सार्बजनिक मनोৰञ्जन थलीलै याब पाৰे टिकट नोहोৱाकै यात्रा कৰाटो अपৰाध 
3324;ब्यৱसाय़िक दस्ताबेज, ब्यৱसाय़िक कागज- पत्र;बेपाৰৰ ताৰ सैते सम्बन्धित दस्ताबेज ब्यৱसाय़िक दस्ताबेज नोहोৱाৰ काৰणे तेओँৰ ्मालबस्तु सीमान्तत ज््ब्द कৰि ৰखा हʼल 
3325;कागज-पत्र, दस्ताबेज, अभिलेख;कार्यालय़ सम्बन्धीय़ बा-बातৰि दिय़ा लेखा सठिक कागज-पत्रৰ योगेदि मृगांकइ पैतृक सम्पत्तिৰ ओपৰत निजৰ अधिकाৰ साब्यस्त कৰिले 
3326;दासत्ब, दासता, गोलामि;दास होৱा अৱस्था भाब इंৰाजसकले भाৰतबासीक दीघलीय़ा समय़ धৰि दासत्बৰ जৰीৰे बान्धि ৰाखिछिल 
3327;NULL;NULLNULL 
3328;दिग्गज, दिगहस्ती;डाङৰ आৰु गधुৰ आञ्चलिक कुस्ती प्रतियोगितात भालेमान दिग्गज पालोৱाने भाग लैछे 
3329;सामाजिक सम्बन्ध, सामाजिक ्सम्पर्क;जीৱित प्राणीৰ, बिशेषकै मानुहৰ माजৰ सम्बन्ध सामाजिक प्राणी होৱाৰ हेतु आमाৰ सामाजिक सम्बन्ध भाल होৱा 
3330;NULL;NULLNULL 
3331;युक्तिपूर्ण, युक्तियुक्त, तर्कयुक्त, तर्कपूर्ण;यिटो युक्ति तर्कৰे भৰा मोहनৰ दৰे भोदा छात्र एजने गुৰुৰ प्रश्नৰ युक्तिपूर्ण उत्तৰ दि सकलोके आचৰित कৰि तुलिले 
3332;ऊर्मिका;सৰु ढौ पानीৰ ऊर्मिका देखि कबिৰ भाৱनाइ दोला दि उठिल आৰु ्तेओँ कबिता लिखिबलै धৰिले 
3333;NULL;NULLNULL 
3334;पाछ, प्रৱेशिका पत्र;बस्तु उपभोग कৰिबलै कৰाৰ अधिकाৰ प्रदान कৰाৰ हेतु प्रदान कৰा धৰणৰ टिकट ৰाजुৱे ৰेल यात्राৰ काৰणे एमाहৰ पाछ उलिय़ाले 
3335;NULL;NULLNULL 
3336;ৰेल टिकट;ৰेल यात्राৰ काৰणे दिय़ा बैध टिकट ৰेलत ৰेल टिकटेৰे यात्रा कৰाटो अपৰाध 
3337;NULL;NULLNULL 
3338;बाछ टिकट, बाछৰ टिकट;बाछत उठि यात्रा कৰिबৰ काৰणे दिय़ा बैध टिकट महाबालेश्बৰलै याबৰ काৰणे बाछ टिकट कৰिलोँ 
3339;आर्थिक सम्पत्ति, आर्थिक उपकৰण;अर्थ सम्पर्कीय़ उपकৰण केৱल आर्थिक सम्पत्तिৰे सुखी हʼब नोৱाৰि 
3340;कृपणालि, कृपणता, कार्पण्य, कटकिनालि, किर्पिणालि;कृपण होৱा अৱस्था भाब कृपणालिৰ काৰणे महाजन दौलतৰामे आनक पइचाओ निदिय़े 
3341;दाता, दानी, दानशील;यि दान दाता कर्णৰ ्दानৰ काहिनी बिश्ब प्रसिद्ध 
3342;स्बामी, पति, गिৰिय़ेक, पैय़ेक, पै, मता, बৰ, दৰा;स्त्रीৰ दृष्टित ् तेओँৰ बिबाहित पुৰुषजनशीलाৰ स्बामीय़े खेति कৰि निजৰ पৰिय़ालटो पोह-पाल दि / 
3343;NULL;NULLNULL 
3344;ग्रहण, लोৱा-;काৰोबाৰ पৰा किबा लोৱा कार्य ৰेखाइ मुख्य अतिथिৰ पৰा पुৰस्काৰ ग्रहण कৰिले 
3345;मानৱ कृति, मानৱकृति, मानৱ निर्मित बस्तु;मानुहे सजा तैय़ाৰ कৰा बस्तु एइटो मोगल युगৰ मानৱ कृति 
3346;लेखनशैली, लेखन-शैली, लिखनशैली, लिखन-शैली;लेखकৰ भाषा-सम्पर्कीय़ निजा बिशेषत्ब सूचोৱा बाक्य ৰचनाৰ बिशिष्ट प्रकाৰ सकलो लेखकৰे लेखनशैली सुकीय़ा 
3347;NULL;NULLNULL 
3348;जनक, जन्मदाता, जन्म-दाता, पिता;यिजन ब्यक्तिय़े सर्बप्रथम ्कोनो बिषय़ चिन्ताधाৰाৰ सूचना कৰे संस्था आदिৰ स्थापना कৰोँताजन हिपʼक्रेटिछक चिकिॎसाशास्त्रৰ जनक बुलि कोৱा 
3349;संलग्न, संयुक्त;किहबाৰ लगत शेषৰफाले लागि थका सकलो कागज-पत्र नथित संलग्न कৰा हैछे 
3350;अभिभूत, आप्लुत;याৰ ओपৰत सम्पूर्णৰूपे प्रभाৱ पৰिछे गुৰु निजৰ शिष्यৰ सेৱात अभिभूत हʼल 
3351;सज्जित, भूषित;यि कापोৰ, गहना धाৰण कৰि सज्जित महिलाइ मञ्चत नृत्य कৰि आछिल 
3352;आजि, अद्य;यिटो दिने बर्त््मानৰ समय़खिनिक सूचाय़मइ आजिय़ेइ दिल्लीलै याम / 
3353;मुकलि, उन्मुक्त, उदं, खोला, फलङा, ढढैय़ा, फलं, फलं-लं, धोबां बां, मुकलि-हाकलि, फलंलङीय़ा, अनाच्छादित, अनाबृत;यिटो बान्धि ৰखा होৱा नाइमुकलि थका चৰाइबोৰे आकाशत आनन्दते किचिৰ-मिचिৰ कৰि / 
3354;NULL;NULLNULL 
